listing_id,address,city,state,zip_code,latitude,longitude,property_type,beds,baths,sqft,year_built,list_price_usd,list_status,listed_at
LIST-002938,7868 Hill Blvd,San Francisco,CA,65801,37.71587,-122.222026,single-family,3,3,1360,2004,795000,sold,2025-07-06
LIST-002939,5903 Winter Pl,Miami,FL,86300,25.634282,-80.098518,condo,1,1,941,1908,260000,sold,2025-07-16
LIST-002940,6097 Forest Ave,Los Angeles,CA,72341,33.895683,-118.369777,single-family,3,2,1663,1951,730000,active,2024-11-08
LIST-002941,6792 Pine Dr,New York,NY,54459,40.615651,-73.837614,single-family,5,4,1821,1946,805000,sold,2024-12-01
LIST-002942,6398 Sunrise St,Seattle,WA,10569,47.69582,-122.463073,townhouse,2,1,900,1904,225000,active,2025-01-07
LIST-002943,2661 Lincoln Ln,San Francisco,CA,63875,37.859855,-122.681147,single-family,4,4,2965,1992,1315000,active,2025-11-11
LIST-002944,9003 Maple Ct,San Francisco,CA,90077,37.569467,-122.432358,condo,0,1,837,1962,380000,sold,2025-04-05
LIST-002945,1321 Hill Blvd,Los Angeles,CA,91873,34.259945,-118.219712,single-family,2,1,2141,1963,955000,sold,2024-10-08
LIST-002946,5988 Park Pl,Chicago,IL,58952,41.860013,-87.678415,condo,2,3,1088,2015,240000,sold,2025-03-10
LIST-002947,7855 Walnut Ln,Los Angeles,CA,54221,33.960364,-118.368794,condo,0,1,875,1996,290000,pending,2024-06-16
LIST-002948,5627 Walnut Ave,San Francisco,CA,98348,37.945128,-122.410424,single-family,5,4,1327,2005,655000,sold,2026-01-15
LIST-002949,6351 Washington Pl,Seattle,WA,40165,47.654385,-122.53256,single-family,4,3,1622,1975,490000,active,2024-10-13
LIST-002950,3194 Hill Blvd,Los Angeles,CA,64777,34.086139,-118.394978,single-family,2,1,2568,1971,870000,sold,2024-09-18
LIST-002951,7649 Winter Way,Miami,FL,99850,25.726266,-80.325434,multi-family,8,7,3016,1990,1205000,withdrawn,2026-01-22
LIST-002952,6405 Cedar Dr,Denver,CO,53731,39.772561,-104.955327,condo,1,1,1167,1928,330000,sold,2024-11-19
LIST-002953,1398 Autumn Dr,New York,NY,19195,40.830146,-74.179515,single-family,6,6,2689,1988,1215000,active,2026-04-30
LIST-002954,9136 Sunrise Blvd,Los Angeles,CA,60772,33.959636,-118.019379,townhouse,4,4,1326,2017,480000,active,2025-03-08
LIST-002955,871 Valley Ave,New York,NY,24307,40.67857,-74.061033,townhouse,3,2,2411,1956,1175000,sold,2025-02-12
LIST-002956,2182 Ridge Ct,Los Angeles,CA,26858,33.896104,-118.223829,single-family,5,4,866,2002,390000,sold,2024-10-04
LIST-002957,2684 Jefferson Ln,Seattle,WA,44599,47.475785,-122.453755,single-family,4,3,1838,1916,425000,sold,2025-01-15
LIST-002958,7987 Ridge Ct,New York,NY,98485,40.803521,-74.06626,single-family,5,4,1950,1951,880000,expired,2024-10-30
LIST-002959,3931 Park St,Miami,FL,26017,25.609954,-80.288783,condo,0,1,787,1972,310000,expired,2024-12-17
LIST-002960,4927 Ridge Way,Austin,TX,69340,30.220216,-97.501883,single-family,4,3,2183,1933,495000,active,2024-06-11
LIST-002961,4035 Washington Ave,Austin,TX,51629,30.13437,-97.648142,single-family,4,3,1258,1970,330000,withdrawn,2025-04-20
LIST-002962,314 Jefferson Way,New York,NY,89863,40.851826,-73.997592,single-family,3,3,2315,1929,845000,sold,2025-08-08
LIST-002963,6460 Sunset Pl,Denver,CO,32720,39.89529,-104.989759,condo,2,3,1257,1979,315000,sold,2025-08-31
LIST-002964,6667 Forest Pl,Austin,TX,77996,30.211827,-97.871922,single-family,3,3,2915,1997,1040000,sold,2024-06-22
LIST-002965,6728 Birch Ln,Austin,TX,35936,30.090982,-97.615699,single-family,3,3,2158,2001,650000,active,2026-04-29
LIST-002966,5134 Hill Ct,Austin,TX,73767,30.111694,-97.646139,single-family,4,3,1504,1950,345000,sold,2025-07-15
LIST-002967,2903 Madison Dr,Los Angeles,CA,14116,34.124295,-118.495985,condo,2,3,1394,1948,425000,withdrawn,2025-09-19
LIST-002968,5824 River Ct,New York,NY,52119,40.824363,-73.762326,single-family,2,2,2743,2005,1125000,active,2025-02-24
LIST-002969,7483 Park Ln,Chicago,IL,26099,42.047331,-87.573951,single-family,3,3,2499,1940,445000,pending,2024-11-28
LIST-002970,3243 Autumn Dr,Austin,TX,84792,30.191138,-97.696934,single-family,2,2,3074,1961,775000,withdrawn,2026-02-13
LIST-002971,2881 Lincoln Way,Los Angeles,CA,21006,33.863551,-118.146676,townhouse,3,3,2202,1932,850000,sold,2025-02-18
LIST-002972,6693 Lake Blvd,San Francisco,CA,42207,37.907845,-122.346202,single-family,6,5,2194,1908,965000,withdrawn,2025-05-14
LIST-002973,6749 Sunset Blvd,Los Angeles,CA,80994,33.890825,-118.149079,condo,2,3,1097,1984,515000,active,2025-12-11
LIST-002974,5481 Walnut Way,Seattle,WA,49331,47.723612,-122.273332,townhouse,4,4,1491,1990,720000,sold,2024-07-28
LIST-002975,8385 Pine Dr,New York,NY,75078,40.795196,-74.217527,single-family,5,5,2454,2010,1270000,sold,2024-05-02
LIST-002976,1455 Madison Way,Miami,FL,70712,25.714351,-79.94742,condo,2,2,774,1931,240000,active,2024-06-03
LIST-002977,6588 Washington St,San Francisco,CA,20234,37.591335,-122.472347,multi-family,6,6,3261,1940,1745000,sold,2025-01-28
LIST-002978,3811 Cedar Way,Austin,TX,41247,30.407511,-97.61101,condo,2,2,652,1958,140000,sold,2025-01-10
LIST-002979,2711 Winter Dr,Denver,CO,18019,39.758381,-104.811819,condo,2,3,1178,1902,270000,active,2024-05-14
LIST-002980,631 Hill Ln,San Francisco,CA,34765,37.894403,-122.496594,multi-family,8,7,2838,1931,1010000,sold,2025-10-14
LIST-002981,6278 Birch Ln,Chicago,IL,58193,41.928039,-87.374126,single-family,6,6,2342,2014,600000,pending,2025-11-02
LIST-002982,4749 Walnut Ave,Chicago,IL,41843,41.917768,-87.806297,condo,3,3,986,1928,230000,sold,2025-08-05
LIST-002983,9281 Park Pl,San Francisco,CA,11982,37.938206,-122.30675,single-family,6,5,2156,1967,1360000,sold,2025-06-16
LIST-002984,9652 Winter Ln,Los Angeles,CA,57364,33.84263,-118.259199,condo,1,2,723,2009,260000,sold,2025-04-01
LIST-002985,3437 Elm Pl,Seattle,WA,71309,,,single-family,5,4,1759,1985,625000,sold,2025-09-10
LIST-002986,576 Sunrise Way,San Francisco,CA,14176,37.669059,-122.57893,single-family,6,5,2625,2005,1450000,sold,2025-07-03
LIST-002987,4128 Sunrise Pl,New York,NY,44039,40.840941,-73.832918,single-family,6,6,3377,1926,1385000,sold,2026-02-01
LIST-002988,7936 Pine St,Los Angeles,CA,93289,34.106867,-118.154021,condo,2,2,548,1999,210000,sold,2024-10-30
LIST-002989,7113 Pine Ct,San Francisco,CA,43118,37.779286,-122.540457,condo,3,3,488,1909,225000,sold,2025-09-02
LIST-002990,418 Jefferson Dr,Seattle,WA,65089,47.460978,-122.309574,multi-family,7,5,1842,1973,595000,active,2025-01-21
LIST-002991,9328 Oak St,San Francisco,CA,53323,37.922189,-122.56386,condo,0,1,1363,1981,880000,active,2024-07-10
LIST-002992,2440 Jefferson Dr,Miami,FL,13172,25.904911,-80.117624,condo,3,3,1234,1934,305000,active,2025-02-18
LIST-002993,7451 Mission Dr,San Francisco,CA,61570,37.811964,-122.225376,townhouse,3,2,1858,1935,855000,active,2024-06-07
LIST-002994,4224 Sunrise St,Denver,CO,89701,39.590575,-105.029231,condo,0,1,904,1969,205000,active,2024-09-03
LIST-002995,358 Hill Dr,Austin,TX,57796,30.09177,-97.685608,condo,3,4,807,1994,215000,sold,2025-04-19
LIST-002996,9577 Mission Dr,Seattle,WA,86429,47.585344,-122.556834,condo,2,2,756,2019,340000,active,2024-05-17
LIST-002997,3483 Maple Ln,Austin,TX,35375,30.052335,-97.789349,single-family,5,4,2639,1968,535000,pending,2024-10-14
LIST-002998,7328 Lake Dr,Chicago,IL,55811,42.042085,-87.593439,single-family,2,2,2977,1903,455000,expired,2025-04-29
LIST-002999,3163 Autumn Way,Miami,FL,93185,25.580051,-80.103261,single-family,2,1,2180,1910,460000,sold,2024-08-18
LIST-003000,4240 Jefferson St,Denver,CO,16937,39.760655,-105.073483,single-family,5,5,2418,1987,630000,active,2025-12-17
LIST-003001,5229 Market Pl,Denver,CO,17874,39.696606,-105.227456,townhouse,2,2,1892,1902,360000,sold,2024-10-27
LIST-003002,6818 Forest Dr,New York,NY,96442,40.777724,-73.943832,single-family,5,5,2596,1900,940000,sold,2026-02-21
LIST-003003,8627 Mission Ct,New York,NY,61765,40.672185,-73.913852,townhouse,3,3,1906,1909,540000,sold,2026-04-28
LIST-003004,3146 Mission Pl,Los Angeles,CA,81992,34.162082,-118.479757,single-family,5,5,1519,1944,635000,sold,2025-03-29
LIST-003005,6330 Oak Dr,Los Angeles,CA,60859,34.097676,-118.140201,single-family,5,4,1877,1928,680000,sold,2024-07-08
LIST-003006,7217 Autumn Ave,Austin,TX,94735,30.137458,-97.952097,condo,0,1,563,1986,175000,sold,2025-01-30
LIST-003007,9693 Forest Ave,Los Angeles,CA,74396,34.235984,-118.087603,condo,3,3,955,1928,250000,pending,2026-04-08
LIST-003008,1511 River Blvd,Austin,TX,76207,30.399243,-97.777777,condo,2,2,943,1980,300000,active,2025-12-26
LIST-003009,3172 Maple St,New York,NY,62114,40.803412,-74.276084,condo,0,1,612,1911,205000,sold,2025-03-14
LIST-003010,8567 Sunrise Pl,Los Angeles,CA,67031,33.987604,-118.254534,single-family,3,2,1799,2004,820000,sold,2025-01-05
LIST-003011,8050 Summer Ln,Chicago,IL,22365,42.089106,-87.691363,single-family,5,5,1840,1912,385000,sold,2024-08-21
LIST-003012,9906 Summer Blvd,Los Angeles,CA,78484,34.012462,-118.035588,single-family,6,6,2996,1917,905000,active,2024-12-21
LIST-003013,3667 Cedar Blvd,Chicago,IL,72492,41.763518,-87.545983,single-family,6,6,1579,1967,425000,pending,2025-04-06
LIST-003014,7257 Summer Ln,Los Angeles,CA,43568,34.018706,-118.317679,multi-family,8,7,2942,1950,1315000,active,2024-05-06
LIST-003015,7819 Lake Ave,Los Angeles,CA,87688,33.852593,-118.121566,condo,1,2,1270,2002,510000,sold,2025-03-17
LIST-003016,126 Mission St,Seattle,WA,92074,47.563431,-122.485719,single-family,6,5,1597,1941,465000,sold,2025-11-04
LIST-003017,1958 Elm Pl,Los Angeles,CA,81516,34.039143,-117.988512,single-family,6,6,1477,1968,565000,active,2024-10-23
LIST-003018,5946 Birch Ln,Seattle,WA,26717,47.629054,-122.564765,single-family,6,5,2160,1969,670000,withdrawn,2025-12-28
LIST-003019,1757 Autumn Ln,Miami,FL,56248,25.566504,-80.249022,single-family,2,2,2893,1939,695000,sold,2026-02-04
LIST-003020,1312 Mission Blvd,San Francisco,CA,94001,37.615718,-122.527982,single-family,2,1,1354,1986,860000,sold,2025-07-16
LIST-003021,7258 Sunrise Ave,Miami,FL,72236,25.669352,-80.337261,townhouse,3,2,1473,1990,400000,active,2025-04-22
LIST-003022,4145 Maple St,New York,NY,45574,40.573029,-74.008204,single-family,6,6,3781,2006,2090000,sold,2024-12-05
LIST-003023,5347 Jefferson Ln,Chicago,IL,90965,41.890392,-87.678403,townhouse,4,4,1984,2010,520000,sold,2025-08-13
LIST-003024,2772 Hill Ct,San Francisco,CA,26973,37.780672,-122.182045,single-family,4,4,2837,2005,1635000,pending,2025-04-17
LIST-003025,123 Spring Dr,Los Angeles,CA,82313,33.970603,-118.184664,multi-family,8,8,2536,1985,1230000,sold,2025-12-18
LIST-003026,2542 Oak Dr,San Francisco,CA,95936,37.818781,-122.264841,single-family,6,5,2663,2010,1640000,sold,2024-09-02
LIST-003027,6011 Ridge Ave,San Francisco,CA,61326,37.834446,-122.426499,single-family,5,5,2477,1990,1475000,pending,2025-09-15
LIST-003028,2740 Spring Ln,Los Angeles,CA,27575,34.255037,-118.132676,condo,0,1,1024,2007,515000,sold,2025-04-18
LIST-003029,7994 Mission Ln,Miami,FL,93465,25.647737,-80.397435,single-family,4,4,1974,2012,710000,sold,2025-12-21
LIST-003030,2443 Madison Dr,Chicago,IL,69708,41.991479,-87.535235,condo,1,1,1270,1946,260000,sold,2025-01-26
LIST-003031,2460 Lincoln Ct,Los Angeles,CA,57930,33.942901,-118.419722,condo,0,1,1453,1944,475000,withdrawn,2025-05-15
LIST-003032,7615 Washington Ave,San Francisco,CA,95469,37.621365,-122.563251,condo,2,3,1299,1959,685000,sold,2024-08-30
LIST-003033,4228 Oak St,Los Angeles,CA,73392,34.235577,-118.361533,single-family,2,2,1748,1935,555000,sold,2025-06-21
LIST-003034,360 Oak St,Chicago,IL,74651,41.916068,-87.514261,townhouse,4,3,1739,1944,420000,sold,2026-03-19
LIST-003035,5643 Spring Way,Los Angeles,CA,90859,34.228765,-118.125961,townhouse,3,3,2271,1941,780000,sold,2025-09-23
LIST-003036,2102 Winter Dr,New York,NY,95630,40.857324,-73.976426,condo,2,2,1002,1976,530000,active,2025-01-19
LIST-003037,7357 Birch Ln,Seattle,WA,15214,47.580995,-122.457011,single-family,4,3,2074,2024,1085000,active,2025-10-20
LIST-003038,6339 Hill St,Austin,TX,73490,30.456272,-97.671031,townhouse,3,2,1665,2014,430000,active,2025-05-08
LIST-003039,7549 Valley Ave,New York,NY,64731,40.630736,-73.818389,single-family,6,6,2351,2000,1320000,active,2025-10-19
LIST-003040,7492 Hill Dr,Denver,CO,72486,39.895833,-105.160158,single-family,3,3,2009,1924,360000,sold,2025-07-12
LIST-003041,6786 Jefferson Way,New York,NY,28190,40.917293,-74.018458,condo,1,1,1270,2022,690000,sold,2025-01-25
LIST-003042,5087 Madison Pl,New York,NY,31994,40.578278,-73.79172,condo,3,3,862,1934,430000,sold,2025-06-12
LIST-003043,4360 Mission Ln,San Francisco,CA,55760,37.81996,-122.39938,single-family,4,3,1753,1931,705000,sold,2025-05-31
LIST-003044,7012 Washington Way,Los Angeles,CA,35667,34.059487,-118.262934,condo,2,3,887,1942,335000,pending,2025-12-16
LIST-003045,9428 Madison Ave,Chicago,IL,46622,41.672206,-87.669289,condo,0,1,738,1946,170000,pending,2025-07-12
LIST-003046,1778 Spring Ct,Austin,TX,20614,30.368619,-97.797415,single-family,2,1,1167,2008,425000,sold,2024-07-07
LIST-003047,4241 Hill Ct,Seattle,WA,30348,47.551158,-122.047852,condo,3,4,1063,1900,340000,sold,2025-08-12
LIST-003048,6857 Pine Ct,Chicago,IL,37818,41.875967,-87.472268,condo,2,2,1517,1949,365000,sold,2025-07-27
LIST-003049,5221 Elm Ave,Chicago,IL,91043,41.938043,-87.672415,condo,3,4,1356,1986,275000,active,2024-07-03
LIST-003050,8039 Valley St,New York,NY,12600,40.574369,-74.084194,single-family,2,1,1994,1924,840000,active,2025-03-23
LIST-003051,1551 Mission Blvd,San Francisco,CA,59064,37.829849,-122.63428,condo,2,2,830,2023,635000,sold,2025-01-05
LIST-003052,5040 Cedar Blvd,Seattle,WA,55685,47.672335,-122.31034,single-family,5,5,1585,1913,525000,sold,2024-11-04
LIST-003053,8201 Pine Ave,Austin,TX,55551,30.463716,-97.758776,single-family,3,3,2357,1966,490000,sold,2024-12-11
LIST-003054,3305 Birch Pl,Miami,FL,77413,25.845613,-80.423041,single-family,3,2,2616,1913,815000,active,2024-08-06
LIST-003055,4871 Ridge Dr,Austin,TX,73516,30.338791,-97.683167,single-family,2,2,1867,2023,560000,sold,2026-02-22
LIST-003056,2946 Lincoln Pl,Los Angeles,CA,19677,34.237872,-118.2408,condo,3,3,1081,1926,315000,pending,2024-12-02
LIST-003057,3253 Market Ct,San Francisco,CA,72239,37.829298,-122.323734,single-family,2,1,1443,1929,790000,sold,2024-07-14
LIST-003058,4037 Park Ln,New York,NY,28574,40.701482,-73.826896,condo,2,2,450,1921,165000,sold,2025-12-05
LIST-003059,79 Ridge Way,Chicago,IL,39581,41.921395,-87.526415,single-family,4,3,2516,1905,520000,sold,2024-07-30
LIST-003060,3704 Hill Way,Chicago,IL,59027,42.02019,-87.412778,single-family,3,3,891,1934,145000,sold,2025-12-06
LIST-003061,6392 Lincoln St,Los Angeles,CA,67509,34.060775,-118.081447,single-family,6,6,1757,1933,705000,sold,2025-12-26
LIST-003062,2070 River Ct,San Francisco,CA,91755,37.690821,-122.290112,condo,1,1,1071,2007,555000,sold,2025-04-23
LIST-003063,8461 Washington St,San Francisco,CA,55483,37.959409,-122.404654,single-family,4,4,2970,1901,1100000,sold,2025-03-01
LIST-003064,1013 River Dr,Chicago,IL,43037,41.995043,-87.699753,townhouse,3,3,2136,1920,360000,active,2024-06-02
LIST-003065,1499 Valley Blvd,Austin,TX,98035,30.38198,-97.889328,condo,3,3,1569,1948,430000,pending,2024-06-30
LIST-003066,2166 Mission Ln,Miami,FL,25809,25.887931,-79.988358,single-family,3,3,2788,1927,655000,sold,2026-02-25
LIST-003067,2130 Sunset Blvd,New York,NY,13569,40.787757,-73.877445,condo,1,2,1110,1988,460000,sold,2024-05-12
LIST-003068,9908 Park Ct,Denver,CO,40179,39.722104,-104.751215,single-family,2,1,2439,1972,555000,withdrawn,2025-01-16
LIST-003069,7519 Lincoln Way,San Francisco,CA,88129,37.993349,-122.423878,single-family,4,3,1518,1948,670000,sold,2025-06-22
LIST-003070,2121 Sunrise Dr,Los Angeles,CA,41127,34.042911,-118.17312,condo,0,1,1289,1905,405000,pending,2026-03-28
LIST-003071,9811 Market Pl,New York,NY,29081,40.616092,-73.788268,single-family,3,2,3001,2017,1860000,sold,2025-07-31
LIST-003072,2631 Elm Blvd,Austin,TX,66646,30.337556,-97.514663,condo,1,1,1308,1924,350000,active,2024-12-03
LIST-003073,7961 Market St,New York,NY,13663,40.846141,-74.235322,single-family,2,2,800,1922,340000,active,2025-08-11
LIST-003074,2638 Elm Blvd,Miami,FL,32514,25.708091,-79.967403,multi-family,4,2,3198,1987,910000,active,2024-06-27
LIST-003075,3109 Walnut Pl,Los Angeles,CA,64392,33.924017,-118.185545,single-family,6,6,1717,2011,845000,pending,2024-12-04
LIST-003076,1315 Summer St,Los Angeles,CA,57868,34.096104,-118.091273,single-family,3,3,1904,1991,815000,sold,2025-07-27
LIST-003077,2990 Summer Dr,Los Angeles,CA,72521,33.879452,-118.357142,condo,2,2,922,1965,385000,active,2026-01-19
LIST-003078,4681 Sunset Way,San Francisco,CA,61618,37.629348,-122.491718,townhouse,2,1,1981,1977,1240000,sold,2024-12-18
LIST-003079,21 Summer Blvd,San Francisco,CA,28271,37.753919,-122.196653,single-family,4,3,2218,1981,1385000,sold,2025-09-29
LIST-003080,6735 Elm Ln,Los Angeles,CA,58228,34.019071,-118.333263,condo,2,2,1036,1913,365000,sold,2024-06-18
LIST-003081,7937 Oak Dr,New York,NY,84504,40.667061,-74.100708,single-family,6,6,2412,2005,1135000,active,2024-12-30
LIST-003082,3695 Birch Ct,Los Angeles,CA,45475,34.149952,-118.027402,single-family,4,4,800,2025,415000,active,2025-01-04
LIST-003083,1074 Park Ct,Chicago,IL,25697,41.900524,-87.468308,townhouse,4,4,1335,2013,430000,active,2026-01-08
LIST-003084,5964 Elm Ct,Denver,CO,34423,39.917606,-104.945796,townhouse,4,3,1749,1930,460000,withdrawn,2025-12-02
LIST-003085,500 Sunset Ave,Los Angeles,CA,40507,33.913325,-118.174921,single-family,5,4,1578,1937,490000,sold,2025-08-31
LIST-003086,2120 Cedar Ave,Austin,TX,93908,30.246856,-97.964922,single-family,4,3,1377,1967,405000,pending,2025-08-14
LIST-003087,1179 Summer Ln,Austin,TX,32223,30.234477,-97.920206,condo,0,1,615,1984,205000,sold,2025-04-07
LIST-003088,976 Sunset St,New York,NY,21219,40.80473,-73.982258,condo,1,2,816,2022,435000,active,2024-11-22
LIST-003089,6813 Maple Ct,Austin,TX,51483,30.382789,-97.770584,single-family,4,3,2193,1946,590000,sold,2025-07-01
LIST-003090,4365 Summer Blvd,Seattle,WA,84292,47.484486,-122.572481,single-family,4,4,1690,1944,675000,pending,2024-05-17
LIST-003091,7724 Cedar Ln,New York,NY,32828,40.651477,-74.193924,single-family,3,2,3264,1915,1010000,withdrawn,2025-04-03
LIST-003092,8184 Elm Way,Los Angeles,CA,92811,34.100364,-118.088954,single-family,5,5,3124,1982,1495000,expired,2024-05-09
LIST-003093,2906 Valley St,Los Angeles,CA,50131,34.027363,-118.333582,single-family,5,5,2127,1918,625000,active,2025-09-16
LIST-003094,1634 Market St,Denver,CO,40774,39.777283,-105.17747,condo,3,3,1132,1916,230000,withdrawn,2026-01-22
LIST-003095,8285 Cedar Blvd,New York,NY,13373,40.616095,-74.193446,condo,0,1,985,1998,555000,active,2024-06-15
LIST-003096,5021 Summer Ave,Miami,FL,68650,25.562225,-80.122395,condo,1,1,1026,2008,435000,active,2025-06-09
LIST-003097,3988 Jefferson Ct,Los Angeles,CA,94511,34.19472,-118.362421,condo,2,3,1268,2005,440000,sold,2024-11-19
LIST-003098,2232 Spring Pl,Chicago,IL,32421,41.989471,-87.865999,townhouse,4,4,2285,2012,510000,pending,2025-12-16
LIST-003099,2217 Ridge St,San Francisco,CA,74640,,,single-family,5,4,1776,1949,855000,sold,2024-05-09
LIST-003100,9216 Elm Dr,Denver,CO,85541,39.604787,-105.183748,single-family,3,3,1805,1995,615000,expired,2025-04-18
LIST-003101,6258 Mission Ct,Miami,FL,25353,25.827996,-80.328478,single-family,3,3,3075,2017,995000,sold,2025-01-08
LIST-003102,3931 Washington St,San Francisco,CA,82702,37.93572,-122.537616,single-family,6,5,2655,1999,1280000,active,2024-05-16
LIST-003103,9565 Washington Way,Austin,TX,37103,30.213511,-97.834818,townhouse,3,2,1924,1952,370000,sold,2024-10-25
LIST-003104,614 Park St,San Francisco,CA,94618,37.658711,-122.318693,multi-family,7,7,2866,2001,1870000,pending,2025-06-13
LIST-003105,4843 Valley Ave,Austin,TX,58597,30.277552,-97.684079,single-family,6,6,1510,1975,460000,sold,2025-01-29
LIST-003106,9584 Washington St,Chicago,IL,33600,41.908391,-87.888377,townhouse,3,3,2171,1953,390000,active,2024-05-10
LIST-003107,2204 Pine Pl,Seattle,WA,89942,47.656742,-122.263759,condo,0,1,1433,1968,450000,sold,2024-11-21
LIST-003108,4582 Walnut Pl,Seattle,WA,97540,47.768749,-122.401059,single-family,2,1,1615,1955,545000,pending,2025-10-21
LIST-003109,9167 River St,Los Angeles,CA,80566,34.036119,-118.496626,single-family,5,4,1554,1916,580000,sold,2024-06-10
LIST-003110,5334 Pine Way,New York,NY,58132,40.917124,-73.901446,single-family,4,3,1400,1956,725000,sold,2025-05-02
LIST-003111,8853 Pine St,Los Angeles,CA,13377,34.23406,-118.270058,single-family,3,3,1375,1921,350000,sold,2025-12-14
LIST-003112,412 Lincoln Pl,San Francisco,CA,63086,37.844735,-122.307967,townhouse,4,4,1710,2008,910000,withdrawn,2026-01-22
LIST-003113,3669 Autumn Ln,Los Angeles,CA,88541,33.867678,-118.293142,condo,0,1,789,1963,355000,active,2024-11-23
LIST-003114,1724 Maple Way,Austin,TX,68184,30.410679,-97.885993,condo,3,3,1329,1918,235000,active,2025-04-28
LIST-003115,1501 Spring Way,Los Angeles,CA,53396,34.165311,-118.414756,single-family,5,5,2089,1983,780000,sold,2025-02-01
LIST-003116,9946 Pine St,Seattle,WA,56173,47.476022,-122.19313,single-family,6,6,1722,2008,615000,sold,2024-11-30
LIST-003117,616 Washington St,San Francisco,CA,40388,37.619541,-122.492204,single-family,4,3,2069,2008,1095000,sold,2025-04-08
LIST-003118,9388 Maple St,Denver,CO,95711,39.764631,-104.799219,condo,2,2,1586,1996,420000,sold,2024-10-17
LIST-003119,6997 Sunrise Ct,San Francisco,CA,30925,37.884503,-122.181739,single-family,4,4,2387,1992,1660000,active,2024-06-23
LIST-003120,7313 Madison Blvd,Austin,TX,76279,30.452554,-97.841824,single-family,2,2,1688,1948,500000,sold,2025-01-02
LIST-003121,4934 Summer Ln,Austin,TX,15440,30.21191,-97.674516,single-family,6,6,2114,2004,580000,sold,2026-04-12
LIST-003122,381 Madison Ave,Chicago,IL,61125,41.881382,-87.589727,condo,3,4,889,2013,290000,sold,2025-02-17
LIST-003123,5655 Market Dr,New York,NY,39220,40.592953,-74.037252,multi-family,5,3,2856,1928,970000,sold,2026-03-25
LIST-003124,384 Pine Way,San Francisco,CA,77683,37.79753,-122.442477,condo,0,1,582,2001,310000,sold,2025-05-21
LIST-003125,1434 Madison Dr,San Francisco,CA,42960,37.651377,-122.601852,single-family,3,2,2183,1977,1210000,sold,2025-09-14
LIST-003126,2187 Oak Dr,Los Angeles,CA,50437,33.894915,-118.268744,single-family,5,4,1886,1918,710000,active,2026-01-14
LIST-003127,5231 Sunrise Ct,Chicago,IL,34918,42.068632,-87.529282,condo,0,1,806,1942,160000,active,2025-01-05
LIST-003128,5847 Winter Ave,Austin,TX,46810,30.125264,-97.611374,single-family,3,2,2385,1908,440000,expired,2025-05-02
LIST-003129,6835 Valley Way,Miami,FL,44658,25.875329,-80.01853,single-family,5,5,1648,1998,680000,sold,2025-10-26
LIST-003130,8080 Market Ln,San Francisco,CA,61251,37.719864,-122.614286,condo,3,3,822,1907,380000,active,2026-03-08
LIST-003131,9848 Mission Ct,Miami,FL,98717,25.701214,-80.010886,townhouse,2,2,1942,1941,550000,sold,2024-10-05
LIST-003132,7728 Winter Ave,Miami,FL,49015,25.762261,-80.024769,condo,3,3,744,1948,205000,active,2024-10-22
LIST-003133,2972 Lincoln Dr,Los Angeles,CA,66562,34.078794,-118.157507,single-family,2,2,1073,1953,455000,sold,2025-09-13
LIST-003134,8368 Winter Dr,New York,NY,49970,40.623424,-73.866964,single-family,4,3,1892,1943,865000,active,2024-10-30
LIST-003135,6526 Lake Dr,Chicago,IL,44074,41.793109,-87.48829,single-family,4,4,2179,1974,475000,active,2024-11-16
LIST-003136,7321 Oak Ln,Chicago,IL,89518,41.81988,-87.918614,multi-family,4,2,3430,1993,960000,pending,2025-10-19
LIST-003137,2163 Lincoln Pl,Miami,FL,44932,25.683076,-80.035709,condo,3,4,1465,1966,415000,sold,2025-09-16
LIST-003138,8785 Winter St,New York,NY,44017,40.667123,-73.873472,single-family,3,2,1378,1907,420000,sold,2025-12-19
LIST-003139,7205 Autumn Pl,Los Angeles,CA,73915,33.907319,-118.271574,condo,0,1,909,2014,480000,withdrawn,2024-09-13
LIST-003140,8018 Walnut Ct,San Francisco,CA,62908,37.647971,-122.471433,single-family,6,6,2220,1943,1260000,active,2026-03-18
LIST-003141,6815 Winter Ave,New York,NY,25383,40.732867,-73.734189,single-family,5,5,2211,1981,1320000,withdrawn,2025-07-17
LIST-003142,2961 Valley Pl,Seattle,WA,19961,47.548733,-122.497654,single-family,6,5,2146,1961,900000,pending,2026-04-27
LIST-003143,9361 Lake Pl,Chicago,IL,93606,41.952793,-87.411841,single-family,5,4,800,1958,150000,sold,2024-07-11
LIST-003144,1159 Hill Pl,Chicago,IL,91294,41.751399,-87.669837,condo,1,1,1425,1919,290000,active,2024-05-21
LIST-003145,5469 Pine Pl,Los Angeles,CA,24847,34.143102,-118.12894,single-family,2,2,1804,1923,685000,withdrawn,2025-07-07
LIST-003146,6419 Valley Way,San Francisco,CA,25331,37.949877,-122.416721,condo,3,3,1314,1983,705000,sold,2024-10-01
LIST-003147,1460 Oak Ave,Los Angeles,CA,32915,33.971349,-118.173033,single-family,4,3,3276,2023,1435000,active,2026-04-14
LIST-003148,7366 Sunrise St,San Francisco,CA,84821,37.704663,-122.682211,single-family,6,6,2009,1937,980000,sold,2025-02-03
LIST-003149,6086 River Dr,Los Angeles,CA,38364,33.864851,-118.215262,single-family,6,6,1829,1905,440000,active,2026-04-17
