school_id,school_name,city,state,school_type,rating_1_10,enrollment,latitude,longitude
SCH-00668,Park Elementary School,Miami,FL,elementary,8,443,25.791887,-80.252418
SCH-00669,Ridge Elementary School,Chicago,IL,elementary,8,652,41.875386,-87.438611
SCH-00670,Elm Elementary School,Miami,FL,elementary,9,485,25.529497,-80.212445
SCH-00671,Forest Charter School,Seattle,WA,charter,9,906,47.445515,-122.646845
SCH-00672,Cedar High School,San Francisco,CA,high,6,679,37.964141,-122.457937
SCH-00673,Birch Charter School,Los Angeles,CA,charter,6,858,34.200411,-118.427904
SCH-00674,Cedar Elementary School,Los Angeles,CA,elementary,7,524,33.964114,-118.521079
SCH-00675,Ridge Elementary School,Seattle,WA,elementary,8,342,47.39781,-122.46624
SCH-00676,Valley Charter School,Chicago,IL,charter,6,770,42.004128,-87.847978
SCH-00677,Madison Elementary School,Chicago,IL,elementary,8,728,41.770695,-87.482606
SCH-00678,Madison Elementary School,San Francisco,CA,elementary,5,463,37.902617,-122.372353
SCH-00679,Lincoln High School,Los Angeles,CA,high,6,721,33.967146,-118.470552
SCH-00680,Sunset Middle School,Denver,CO,middle,8,336,39.629693,-105.077749
SCH-00681,Hill High School,San Francisco,CA,high,6,872,37.867456,-122.181566
SCH-00682,Autumn Elementary School,Miami,FL,elementary,8,898,25.515869,-80.152134
SCH-00683,Lake Middle School,San Francisco,CA,middle,9,625,37.635709,-122.481535
SCH-00684,Washington High School,Miami,FL,high,6,958,25.929483,-80.251258
SCH-00685,Forest Middle School,Miami,FL,middle,9,869,25.679478,-80.042694
SCH-00686,Park High School,Chicago,IL,high,8,631,41.818526,-87.376421
SCH-00687,Valley Elementary School,Los Angeles,CA,elementary,9,614,33.905066,-118.327827
SCH-00688,Sunset Elementary School,Seattle,WA,elementary,8,603,47.668163,-122.66707
SCH-00689,Lincoln Middle School,Denver,CO,middle,9,740,39.650252,-105.04235
SCH-00690,Lake High School,Los Angeles,CA,high,8,634,34.128584,-118.444242
SCH-00691,Autumn K-12 School,Los Angeles,CA,K-12,5,487,34.060065,-118.365733
SCH-00692,Jefferson Elementary School,Miami,FL,elementary,7,689,25.984544,-80.084942
SCH-00693,Cedar Elementary School,San Francisco,CA,elementary,8,220,37.525318,-122.435195
SCH-00694,Madison Middle School,San Francisco,CA,middle,6,546,37.646398,-122.292211
SCH-00695,Market Charter School,Seattle,WA,charter,6,391,47.642039,-122.528876
SCH-00696,Lincoln Elementary School,Miami,FL,elementary,8,654,25.729469,-80.404038
SCH-00697,Ridge High School,San Francisco,CA,high,8,583,37.877372,-122.576095
SCH-00698,Valley Elementary School,Los Angeles,CA,elementary,4,522,34.163316,-118.196835
SCH-00699,Spring Charter School,Chicago,IL,charter,8,410,42.043569,-87.870804
SCH-00700,Cedar High School,Miami,FL,high,5,391,25.972561,-80.364592
SCH-00701,Park Middle School,Los Angeles,CA,middle,8,268,34.083741,-118.309076
SCH-00702,Jefferson Charter School,Los Angeles,CA,charter,10,470,34.180178,-118.393793
SCH-00703,Mission Elementary School,Seattle,WA,elementary,8,658,47.540493,-122.405649
SCH-00704,Valley Elementary School,Los Angeles,CA,elementary,7,571,33.872132,-118.353076
SCH-00705,Walnut Middle School,Seattle,WA,middle,9,513,47.675221,-122.408522
SCH-00706,Winter K-12 School,New York,NY,K-12,8,769,40.977078,-73.994185
SCH-00707,Maple High School,Chicago,IL,high,9,503,41.915157,-87.461129
SCH-00708,Lake Elementary School,New York,NY,elementary,6,751,40.826692,-74.160283
SCH-00709,Pine Charter School,Chicago,IL,charter,7,801,41.794707,-87.681073
SCH-00710,River Elementary School,San Francisco,CA,elementary,4,336,37.578318,-122.29444
SCH-00711,Birch High School,San Francisco,CA,high,8,272,37.570226,-122.204225
SCH-00712,Jefferson High School,San Francisco,CA,high,8,431,37.768025,-122.54385
SCH-00713,Valley Charter School,Denver,CO,charter,6,516,39.552088,-105.235051
SCH-00714,Jefferson Elementary School,Chicago,IL,elementary,9,514,41.706567,-87.707347
SCH-00715,Autumn Charter School,San Francisco,CA,charter,7,913,37.935395,-122.500391
SCH-00716,Mission Elementary School,San Francisco,CA,elementary,8,759,37.707732,-122.595361
SCH-00717,Cedar Middle School,Austin,TX,middle,6,631,30.379311,-97.83228
SCH-00718,Walnut High School,New York,NY,high,9,170,40.501539,-73.934238
SCH-00719,Oak Charter School,San Francisco,CA,charter,8,861,37.750823,-122.147677
SCH-00720,Sunrise High School,San Francisco,CA,high,9,448,37.605566,-122.512789
SCH-00721,Mission Elementary School,Los Angeles,CA,elementary,8,595,33.814244,-118.255664
SCH-00722,Cedar Charter School,Denver,CO,charter,7,252,39.834256,-104.709626
SCH-00723,Lincoln High School,San Francisco,CA,high,7,390,37.656938,-122.692673
SCH-00724,Elm Middle School,Austin,TX,middle,9,657,30.009254,-97.790979
SCH-00725,Lake K-12 School,New York,NY,K-12,4,207,40.749713,-73.876985
SCH-00726,Spring Middle School,San Francisco,CA,middle,9,353,37.803498,-122.608182
SCH-00727,Madison Elementary School,Los Angeles,CA,elementary,7,229,33.837138,-118.104358
SCH-00728,Lincoln Elementary School,Miami,FL,elementary,10,370,25.84608,-80.065486
SCH-00729,Winter Elementary School,Miami,FL,elementary,7,559,25.81689,-80.139813
SCH-00730,Hill Elementary School,Denver,CO,elementary,7,438,39.641651,-105.065307
SCH-00731,Winter Elementary School,Los Angeles,CA,elementary,8,199,34.004098,-118.348305
SCH-00732,Summer Middle School,Los Angeles,CA,middle,7,538,34.229103,-118.351691
SCH-00733,River High School,Seattle,WA,high,9,757,47.558524,-122.100477
SCH-00734,Summer High School,San Francisco,CA,high,8,591,37.881738,-122.565568
SCH-00735,Lake Elementary School,New York,NY,elementary,10,773,40.795778,-74.077656
SCH-00736,Ridge Elementary School,San Francisco,CA,elementary,10,925,37.817627,-122.61511
SCH-00737,Sunrise K-12 School,Seattle,WA,K-12,7,604,47.836845,-122.404498
SCH-00738,Forest Elementary School,Miami,FL,elementary,6,159,25.689124,-79.98804
SCH-00739,Forest Elementary School,Denver,CO,elementary,7,178,39.9443,-105.049967
SCH-00740,Hill Middle School,Miami,FL,middle,7,590,25.560193,-80.093295
SCH-00741,Market Elementary School,Denver,CO,elementary,8,109,39.891236,-104.847141
SCH-00742,Park Middle School,Denver,CO,middle,3,454,39.758635,-104.997711
SCH-00743,Lake High School,Seattle,WA,high,6,159,47.565373,-122.604712
SCH-00744,Cedar Middle School,Miami,FL,middle,5,726,25.78767,-80.243557
SCH-00745,Hill High School,New York,NY,high,9,251,40.709926,-74.239479
SCH-00746,Lincoln Middle School,San Francisco,CA,middle,5,557,37.82099,-122.232887
SCH-00747,Sunset K-12 School,Denver,CO,K-12,7,552,39.723931,-104.943768
SCH-00748,Summer Elementary School,New York,NY,elementary,8,141,40.582023,-73.717499
SCH-00749,Ridge High School,Chicago,IL,high,7,690,41.994422,-87.540624
SCH-00750,Elm High School,Austin,TX,high,8,337,30.391738,-97.968857
SCH-00751,Sunrise High School,New York,NY,high,5,749,40.526122,-74.003949
SCH-00752,Valley Charter School,Los Angeles,CA,charter,7,335,33.809827,-118.236907
SCH-00753,Winter Middle School,Chicago,IL,middle,7,371,41.651167,-87.740179
SCH-00754,Autumn High School,Miami,FL,high,8,1045,25.80694,-80.258844
SCH-00755,Hill K-12 School,New York,NY,K-12,7,569,40.930658,-73.805837
SCH-00756,Maple Middle School,Austin,TX,middle,5,748,30.280899,-97.923699
SCH-00757,Ridge High School,Denver,CO,high,8,852,39.512636,-104.799051
SCH-00758,Summer Elementary School,Austin,TX,elementary,7,508,30.381893,-97.67108
SCH-00759,Sunrise Middle School,Los Angeles,CA,middle,8,537,34.204788,-118.078996
SCH-00760,Madison High School,Austin,TX,high,5,432,30.146997,-97.979946
SCH-00761,Washington Middle School,New York,NY,middle,5,787,40.786572,-74.257816
SCH-00762,Walnut Middle School,Austin,TX,middle,6,448,30.216932,-97.923442
SCH-00763,Hill Elementary School,San Francisco,CA,elementary,8,440,37.601815,-122.663841
SCH-00764,Cedar K-12 School,Austin,TX,K-12,7,287,30.107419,-97.919878
SCH-00765,Sunset Elementary School,Seattle,WA,elementary,8,378,47.606708,-122.159233
SCH-00766,Maple Elementary School,Los Angeles,CA,elementary,7,465,34.114006,-118.409973
SCH-00767,Walnut Elementary School,New York,NY,elementary,7,771,40.694516,-74.058902
SCH-00768,Lincoln High School,New York,NY,high,8,830,40.93225,-73.928561
SCH-00769,Jefferson Middle School,Austin,TX,middle,7,568,30.211565,-97.839073
SCH-00770,Park Elementary School,Chicago,IL,elementary,10,450,42.09831,-87.609349
SCH-00771,Cedar Middle School,Miami,FL,middle,8,743,25.991365,-80.074081
SCH-00772,River Elementary School,Miami,FL,elementary,6,504,25.686295,-80.330245
SCH-00773,Lincoln Elementary School,Seattle,WA,elementary,6,678,47.620384,-122.529005
SCH-00774,Valley Elementary School,Los Angeles,CA,elementary,10,371,34.202149,-118.274714
SCH-00775,Sunset Elementary School,Austin,TX,elementary,5,687,30.314563,-97.459356
SCH-00776,Washington High School,Chicago,IL,high,8,225,41.835157,-87.794121
SCH-00777,Cedar Elementary School,Miami,FL,elementary,10,292,25.916915,-80.051972
SCH-00778,Pine Charter School,Miami,FL,charter,5,395,25.499362,-80.139904
SCH-00779,Ridge Elementary School,Chicago,IL,elementary,8,742,41.791506,-87.518849
SCH-00780,Cedar Middle School,Seattle,WA,middle,7,698,47.707749,-122.322
SCH-00781,Spring Elementary School,New York,NY,elementary,6,390,40.796609,-74.124195
SCH-00782,Sunrise Elementary School,Miami,FL,elementary,6,497,25.80716,-80.175774
SCH-00783,Birch K-12 School,Denver,CO,K-12,9,295,39.868575,-105.023298
SCH-00784,Spring High School,Austin,TX,high,8,425,30.323557,-97.438252
SCH-00785,River Charter School,New York,NY,charter,6,192,40.51099,-74.011576
SCH-00786,Ridge Elementary School,Los Angeles,CA,elementary,7,632,34.096244,-118.524366
SCH-00787,Valley High School,Austin,TX,high,6,857,30.318744,-97.665791
SCH-00788,Ridge High School,San Francisco,CA,high,8,514,37.734052,-122.675162
SCH-00789,Park Elementary School,San Francisco,CA,elementary,6,1029,37.951874,-122.38669
SCH-00790,Ridge Elementary School,Los Angeles,CA,elementary,9,474,34.115186,-118.135421
SCH-00791,Market Middle School,San Francisco,CA,middle,7,523,37.717825,-122.595717
SCH-00792,Oak Elementary School,San Francisco,CA,elementary,6,599,37.730898,-122.695311
SCH-00793,Cedar Elementary School,San Francisco,CA,elementary,9,444,37.761,-122.271346
SCH-00794,Winter Elementary School,New York,NY,elementary,7,961,40.931529,-74.179427
SCH-00795,Lake High School,Austin,TX,high,7,354,30.432247,-97.969013
SCH-00796,Sunrise Middle School,Seattle,WA,middle,8,472,47.790416,-122.148108
SCH-00797,Hill High School,New York,NY,high,8,619,40.553435,-74.235597
SCH-00798,River High School,Los Angeles,CA,high,6,474,33.858713,-118.132523
SCH-00799,Ridge High School,San Francisco,CA,high,6,430,38.005594,-122.438958
SCH-00800,Madison Middle School,Seattle,WA,middle,6,1039,47.716483,-122.663856
SCH-00801,Winter Charter School,Los Angeles,CA,charter,7,978,34.298593,-118.230539
SCH-00802,Jefferson Elementary School,New York,NY,elementary,6,536,40.710142,-74.245564
SCH-00803,Spring Middle School,Los Angeles,CA,middle,6,742,34.057366,-118.087813
SCH-00804,Forest Middle School,Los Angeles,CA,middle,6,585,34.214475,-118.311511
SCH-00805,Park Elementary School,Chicago,IL,elementary,9,713,41.777081,-87.939444
SCH-00806,Jefferson Elementary School,Miami,FL,elementary,7,755,25.649382,-80.460517
SCH-00807,Summer Middle School,Los Angeles,CA,middle,9,534,34.067085,-118.3516
SCH-00808,Mission Middle School,San Francisco,CA,middle,8,710,37.831998,-122.268382
SCH-00809,Market K-12 School,Miami,FL,K-12,6,690,25.966352,-80.177835
SCH-00810,Walnut High School,San Francisco,CA,high,7,657,37.85779,-122.58352
SCH-00811,Walnut Elementary School,Los Angeles,CA,elementary,7,729,34.27698,-118.069232
SCH-00812,Sunrise High School,Los Angeles,CA,high,10,159,33.965063,-118.201525
SCH-00813,Lake Middle School,San Francisco,CA,middle,6,397,37.979508,-122.56675
SCH-00814,Market Middle School,San Francisco,CA,middle,5,254,38.031256,-122.357904
SCH-00815,Summer Elementary School,Denver,CO,elementary,7,436,39.727675,-105.174804
SCH-00816,Maple K-12 School,Los Angeles,CA,K-12,9,472,34.174704,-118.120951
SCH-00817,Lincoln Elementary School,Denver,CO,elementary,4,637,39.665566,-105.002733
SCH-00818,Winter Elementary School,Los Angeles,CA,elementary,7,814,33.944494,-118.19875
SCH-00819,Birch Charter School,Miami,FL,charter,7,497,25.566307,-80.142853
SCH-00820,Forest Elementary School,Chicago,IL,elementary,8,389,41.674834,-87.620181
SCH-00821,Oak High School,Los Angeles,CA,high,7,453,33.949523,-118.45294
SCH-00822,Cedar Elementary School,Chicago,IL,elementary,7,275,41.786004,-87.461448
SCH-00823,Jefferson Middle School,Denver,CO,middle,7,673,39.782161,-105.109309
SCH-00824,Park Elementary School,Austin,TX,elementary,9,351,30.123639,-97.562258
SCH-00825,Birch Elementary School,Miami,FL,elementary,6,260,25.556374,-80.279635
SCH-00826,Valley Elementary School,New York,NY,elementary,6,668,40.712799,-73.848686
SCH-00827,Madison Elementary School,New York,NY,elementary,8,980,40.628964,-73.984749
SCH-00828,Park Elementary School,New York,NY,elementary,5,850,40.598155,-74.231983
SCH-00829,Pine Elementary School,Denver,CO,elementary,4,402,39.74222,-104.911508
SCH-00830,Mission Middle School,Denver,CO,middle,10,746,39.615737,-104.893052
SCH-00831,Oak Elementary School,San Francisco,CA,elementary,7,637,37.946185,-122.326123
SCH-00832,Birch Elementary School,Miami,FL,elementary,5,745,25.680338,-80.069935
SCH-00833,Market High School,Denver,CO,high,8,330,39.724685,-104.686387
SCH-00834,Madison Elementary School,New York,NY,elementary,6,289,40.625024,-73.900025
SCH-00835,Maple Middle School,Seattle,WA,middle,8,447,47.416533,-122.322424
SCH-00836,Summer Elementary School,Los Angeles,CA,elementary,5,392,34.245728,-118.375054
SCH-00837,Market Middle School,Los Angeles,CA,middle,6,517,33.971408,-118.543934
SCH-00838,Valley Middle School,San Francisco,CA,middle,7,459,37.928398,-122.181446
SCH-00839,Park Charter School,Austin,TX,charter,8,513,30.510488,-97.763563
SCH-00840,Oak Elementary School,Chicago,IL,elementary,9,326,41.998924,-87.460894
SCH-00841,Sunrise Elementary School,Los Angeles,CA,elementary,10,636,33.921362,-118.1419
SCH-00842,Autumn Elementary School,Denver,CO,elementary,8,604,39.601875,-104.957892
SCH-00843,Jefferson High School,Los Angeles,CA,high,7,596,34.175129,-118.035918
SCH-00844,Autumn Elementary School,San Francisco,CA,elementary,7,431,37.66026,-122.371072
SCH-00845,Cedar Elementary School,Chicago,IL,elementary,9,571,41.864187,-87.578766
SCH-00846,Hill Middle School,New York,NY,middle,9,562,40.584535,-73.956421
SCH-00847,Birch Middle School,San Francisco,CA,middle,9,1028,37.762528,-122.752682
SCH-00848,Winter Elementary School,New York,NY,elementary,4,486,40.578865,-74.184822
SCH-00849,Forest Middle School,San Francisco,CA,middle,7,700,37.763999,-122.172843
SCH-00850,Ridge Charter School,Denver,CO,charter,8,1023,39.965216,-105.182807
SCH-00851,Washington Elementary School,Miami,FL,elementary,7,371,25.795652,-80.268705
SCH-00852,Ridge Elementary School,Denver,CO,elementary,7,435,39.960688,-104.964443
SCH-00853,Walnut Middle School,Miami,FL,middle,6,607,25.642786,-80.007904
SCH-00854,Maple Elementary School,Chicago,IL,elementary,7,764,41.891179,-87.549616
SCH-00855,Autumn Middle School,Austin,TX,middle,8,800,30.328683,-97.612806
SCH-00856,Lincoln Elementary School,San Francisco,CA,elementary,6,940,37.869096,-122.447108
SCH-00857,Hill Elementary School,Miami,FL,elementary,6,60,25.930627,-80.080767
SCH-00858,Madison High School,Los Angeles,CA,high,7,721,34.113932,-118.343397
SCH-00859,Spring Elementary School,Chicago,IL,elementary,7,134,41.91498,-87.394732
SCH-00860,Sunset High School,Miami,FL,high,9,514,25.633223,-80.058078
SCH-00861,Lincoln K-12 School,Chicago,IL,K-12,6,576,41.764486,-87.6042
SCH-00862,Walnut Elementary School,San Francisco,CA,elementary,6,643,37.698912,-122.389058
SCH-00863,Hill Elementary School,Los Angeles,CA,elementary,5,552,34.200433,-118.462558
SCH-00864,Spring Elementary School,Austin,TX,elementary,6,551,30.433396,-97.837194
SCH-00865,Jefferson Elementary School,Los Angeles,CA,elementary,5,499,34.013536,-118.553621
SCH-00866,Forest Elementary School,Miami,FL,elementary,6,683,25.659651,-80.404583
SCH-00867,Winter Middle School,Seattle,WA,middle,9,638,47.515665,-122.170196
SCH-00868,Oak Elementary School,New York,NY,elementary,7,374,40.820982,-74.310695
SCH-00869,River Middle School,New York,NY,middle,9,369,40.794303,-73.851797
SCH-00870,Birch Charter School,Denver,CO,charter,5,421,39.777493,-104.965983
SCH-00871,River Charter School,Los Angeles,CA,charter,6,313,34.038835,-118.533453
SCH-00872,Spring Middle School,San Francisco,CA,middle,8,578,37.722376,-122.542332
SCH-00873,Forest Elementary School,Austin,TX,elementary,8,577,30.297476,-98.035169
SCH-00874,Ridge Elementary School,Seattle,WA,elementary,9,571,47.485491,-122.137962
SCH-00875,Sunrise Elementary School,Los Angeles,CA,elementary,9,536,34.046422,-118.566115
SCH-00876,Summer Elementary School,Austin,TX,elementary,9,1018,30.440654,-97.631296
SCH-00877,Hill Elementary School,New York,NY,elementary,9,151,40.648217,-73.814145
SCH-00878,Autumn K-12 School,San Francisco,CA,K-12,5,546,37.895286,-122.685183
SCH-00879,Autumn Elementary School,San Francisco,CA,elementary,4,532,37.93569,-122.370999
SCH-00880,Forest Charter School,New York,NY,charter,6,357,40.818812,-73.89952
SCH-00881,Madison Middle School,San Francisco,CA,middle,5,516,37.698886,-122.622377
SCH-00882,Summer Charter School,Seattle,WA,charter,9,1256,47.394463,-122.529877
SCH-00883,Ridge Elementary School,Miami,FL,elementary,8,825,25.691978,-80.39057
SCH-00884,Sunrise Elementary School,Seattle,WA,elementary,8,670,47.557723,-122.133898
SCH-00885,Cedar Charter School,Los Angeles,CA,charter,8,1062,34.186356,-118.315996
SCH-00886,Lincoln Middle School,Los Angeles,CA,middle,6,563,34.02601,-118.155556
SCH-00887,Forest High School,Chicago,IL,high,6,84,41.872752,-87.952774
SCH-00888,Elm Elementary School,New York,NY,elementary,8,544,40.782052,-73.959043
SCH-00889,Madison Middle School,Miami,FL,middle,7,571,25.663571,-80.399205
SCH-00890,Spring Elementary School,Austin,TX,elementary,6,524,30.40447,-97.630209
SCH-00891,Lake Charter School,Miami,FL,charter,9,785,25.542792,-80.272898
SCH-00892,Oak High School,Los Angeles,CA,high,9,616,33.949339,-118.126368
SCH-00893,Lake Elementary School,New York,NY,elementary,6,237,40.764995,-73.9231
SCH-00894,Spring Elementary School,Austin,TX,elementary,7,332,30.424614,-97.95806
SCH-00895,Pine Elementary School,Los Angeles,CA,elementary,8,783,34.208904,-118.431112
SCH-00896,Summer High School,San Francisco,CA,high,8,481,37.684166,-122.547248
SCH-00897,Washington Elementary School,Seattle,WA,elementary,7,757,47.775852,-122.219964
SCH-00898,Jefferson High School,Seattle,WA,high,9,705,47.718279,-122.402418
SCH-00899,Winter High School,Chicago,IL,high,6,550,42.012509,-87.793333
SCH-00900,River High School,New York,NY,high,9,955,40.92282,-73.93688
SCH-00901,Oak Charter School,Seattle,WA,charter,6,583,47.610511,-122.331298
SCH-00902,Spring Elementary School,Los Angeles,CA,elementary,6,501,34.289231,-118.218203
SCH-00903,Oak High School,Denver,CO,high,8,847,39.54188,-105.142194
SCH-00904,Elm Elementary School,New York,NY,elementary,7,924,40.635974,-73.732223
SCH-00905,Jefferson Elementary School,Seattle,WA,elementary,6,401,47.420816,-122.508431
SCH-00906,Lincoln Elementary School,New York,NY,elementary,7,120,40.669427,-73.803312
SCH-00907,Oak Elementary School,Los Angeles,CA,elementary,5,180,33.935103,-118.117648
SCH-00908,Jefferson Elementary School,Los Angeles,CA,elementary,6,604,33.980334,-118.456644
SCH-00909,Ridge K-12 School,Miami,FL,K-12,8,796,25.64441,-80.258861
SCH-00910,Pine Middle School,New York,NY,middle,9,721,40.699719,-74.320234
SCH-00911,Maple Elementary School,New York,NY,elementary,6,584,40.694758,-74.35179
SCH-00912,Elm Elementary School,Austin,TX,elementary,7,873,30.191935,-97.981096
SCH-00913,Sunset Charter School,Los Angeles,CA,charter,8,201,33.869498,-118.185411
SCH-00914,River Elementary School,Miami,FL,elementary,6,585,25.741915,-80.237482
SCH-00915,Sunrise Middle School,New York,NY,middle,7,433,40.650054,-74.245495
SCH-00916,Summer High School,New York,NY,high,7,474,40.537988,-73.801831
SCH-00917,Autumn K-12 School,Miami,FL,K-12,6,145,25.895852,-80.035298
SCH-00918,Ridge High School,New York,NY,high,6,377,40.597945,-73.894329
SCH-00919,Valley High School,New York,NY,high,6,429,40.592148,-73.780449
SCH-00920,Cedar Elementary School,Austin,TX,elementary,8,541,30.046384,-97.641635
SCH-00921,Mission High School,Los Angeles,CA,high,6,815,34.156536,-118.300966
SCH-00922,Washington Elementary School,New York,NY,elementary,9,60,40.873362,-74.139444
SCH-00923,Madison Elementary School,Miami,FL,elementary,6,842,25.659911,-80.168153
SCH-00924,Spring Elementary School,Los Angeles,CA,elementary,6,544,34.083827,-118.245396
SCH-00925,Lincoln Elementary School,Los Angeles,CA,elementary,7,533,33.947899,-118.17749
SCH-00926,Lake Elementary School,San Francisco,CA,elementary,10,552,37.647365,-122.341868
SCH-00927,Washington High School,San Francisco,CA,high,6,400,37.577107,-122.351879
SCH-00928,Ridge Elementary School,Los Angeles,CA,elementary,7,306,34.085644,-118.546014
SCH-00929,Hill Elementary School,Denver,CO,elementary,10,365,39.512618,-104.948905
SCH-00930,Cedar Elementary School,San Francisco,CA,elementary,5,383,37.869256,-122.36937
SCH-00931,Lake Elementary School,New York,NY,elementary,8,802,40.858503,-73.743385
SCH-00932,Mission Elementary School,Chicago,IL,elementary,8,233,41.94878,-87.400459
SCH-00933,Elm Elementary School,New York,NY,elementary,6,663,40.539982,-74.193549
SCH-00934,Madison Elementary School,Chicago,IL,elementary,6,822,41.738199,-87.757873
SCH-00935,Summer Elementary School,Miami,FL,elementary,6,749,25.773365,-80.314375
SCH-00936,Pine Elementary School,San Francisco,CA,elementary,8,634,37.579657,-122.326206
SCH-00937,Summer Charter School,Austin,TX,charter,4,1185,30.349909,-97.642657
SCH-00938,Washington High School,Miami,FL,high,8,615,25.774988,-79.987884
SCH-00939,Jefferson High School,New York,NY,high,9,603,40.808358,-73.687538
SCH-00940,Pine High School,Los Angeles,CA,high,6,766,33.993083,-118.461366
SCH-00941,Pine Elementary School,Los Angeles,CA,elementary,6,435,34.205642,-118.183511
SCH-00942,Valley Middle School,Seattle,WA,middle,7,184,47.520391,-122.120699
SCH-00943,River Elementary School,New York,NY,elementary,8,660,40.592634,-73.846361
SCH-00944,Oak Charter School,Austin,TX,charter,6,758,30.397831,-97.709392
SCH-00945,Forest Middle School,Chicago,IL,middle,9,537,42.021191,-87.891272
SCH-00946,Valley Elementary School,Miami,FL,elementary,6,560,25.832938,-80.07997
SCH-00947,Market Elementary School,Denver,CO,elementary,5,590,39.645007,-104.83889
SCH-00948,Summer High School,San Francisco,CA,high,10,479,37.72259,-122.453497
SCH-00949,Spring High School,New York,NY,high,5,955,40.572058,-74.154091
SCH-00950,Madison High School,Los Angeles,CA,high,7,530,34.056087,-118.288145
SCH-00951,Oak High School,Seattle,WA,high,8,889,47.823353,-122.250515
SCH-00952,Pine Elementary School,New York,NY,elementary,5,684,40.61415,-73.762208
SCH-00953,Sunrise Elementary School,Austin,TX,elementary,7,588,30.022178,-97.765824
SCH-00954,Jefferson K-12 School,Denver,CO,K-12,6,919,39.719664,-105.004296
SCH-00955,Washington High School,Los Angeles,CA,high,9,422,34.027168,-118.156531
SCH-00956,Washington Elementary School,Denver,CO,elementary,7,987,39.946856,-104.860642
SCH-00957,Market Charter School,Chicago,IL,charter,6,612,41.68443,-87.658296
SCH-00958,Jefferson High School,Seattle,WA,high,8,754,47.664401,-122.679483
SCH-00959,Pine High School,Los Angeles,CA,high,5,576,34.114517,-118.22942
SCH-00960,Hill Middle School,New York,NY,middle,10,494,40.834272,-73.726232
SCH-00961,Sunset Elementary School,Seattle,WA,elementary,7,611,47.665496,-122.566846
SCH-00962,River Middle School,Denver,CO,middle,10,418,39.593043,-104.705284
SCH-00963,Walnut High School,New York,NY,high,5,640,40.807979,-74.05689
SCH-00964,Lake Elementary School,New York,NY,elementary,9,310,40.758648,-73.960502
SCH-00965,Winter Middle School,Los Angeles,CA,middle,7,471,34.066379,-118.154852
SCH-00966,Jefferson Middle School,New York,NY,middle,5,497,40.935786,-73.863683
SCH-00967,Cedar Elementary School,Denver,CO,elementary,7,655,39.736652,-104.660252
SCH-00968,Hill Elementary School,New York,NY,elementary,7,761,40.955486,-73.863297
SCH-00969,Lake High School,San Francisco,CA,high,6,474,37.713607,-122.677793
SCH-00970,Maple Elementary School,Austin,TX,elementary,3,222,30.255248,-98.053484
SCH-00971,Forest Middle School,Los Angeles,CA,middle,9,326,34.191927,-118.334438
SCH-00972,Autumn Elementary School,Los Angeles,CA,elementary,7,547,34.172173,-118.346145
SCH-00973,Washington Elementary School,Miami,FL,elementary,10,555,25.840576,-80.256845
SCH-00974,Madison Elementary School,Los Angeles,CA,elementary,6,786,33.811483,-118.346167
SCH-00975,Autumn Elementary School,San Francisco,CA,elementary,7,278,37.846928,-122.125106
SCH-00976,Pine Elementary School,New York,NY,elementary,4,298,40.800717,-73.873362
SCH-00977,Ridge Middle School,San Francisco,CA,middle,7,511,37.976769,-122.441407
SCH-00978,Madison High School,Los Angeles,CA,high,6,669,34.260564,-118.180042
SCH-00979,Lincoln Elementary School,New York,NY,elementary,7,479,40.68076,-73.841752
SCH-00980,Lincoln High School,Seattle,WA,high,8,430,47.544294,-122.661672
SCH-00981,Sunrise Elementary School,San Francisco,CA,elementary,6,324,37.806263,-122.359758
SCH-00982,Walnut Elementary School,Seattle,WA,elementary,7,992,47.777336,-122.294142
SCH-00983,Summer High School,San Francisco,CA,high,7,545,37.911718,-122.576695
SCH-00984,Jefferson Middle School,Austin,TX,middle,7,529,30.441428,-97.785614
SCH-00985,Market Elementary School,Austin,TX,elementary,8,553,30.328131,-97.764123
SCH-00986,Park Charter School,Miami,FL,charter,8,506,25.853925,-80.013972
SCH-00987,Madison Elementary School,San Francisco,CA,elementary,10,391,37.929661,-122.606446
SCH-00988,Autumn Middle School,Austin,TX,middle,8,161,30.205213,-97.930202
SCH-00989,Sunset High School,Miami,FL,high,9,444,25.634127,-80.053871
SCH-00990,Birch Elementary School,Miami,FL,elementary,8,368,25.975044,-80.039728
SCH-00991,Elm Elementary School,Miami,FL,elementary,6,558,25.925513,-80.084079
SCH-00992,Lincoln Elementary School,Chicago,IL,elementary,10,598,41.874025,-87.39913
SCH-00993,Birch Charter School,Austin,TX,charter,6,762,30.386281,-97.579156
SCH-00994,Sunrise Elementary School,New York,NY,elementary,5,364,40.724496,-73.776776
SCH-00995,Forest High School,San Francisco,CA,high,10,242,37.937499,-122.26042
SCH-00996,Summer High School,Seattle,WA,high,8,594,47.65885,-122.16423
SCH-00997,Cedar Elementary School,Austin,TX,elementary,8,540,30.147156,-97.567961
SCH-00998,Summer Elementary School,San Francisco,CA,elementary,6,565,37.697258,-122.424568
SCH-00999,Madison Elementary School,Seattle,WA,elementary,7,267,47.561763,-122.123921
SCH-01000,Jefferson Elementary School,San Francisco,CA,elementary,8,571,37.749984,-122.570859
SCH-01001,Sunset Elementary School,New York,NY,elementary,6,64,40.694103,-74.236181
