date,region,product,orders,revenue
2025-03-09,NA,🎧 Audio,12,3446.51
2025-03-09,NA,🖥 Desktop,21,24015.19
2025-03-09,EU,📱 Mobile,8,5767.79
2025-03-09,EU,💻 Laptop,14,19853.89
2025-03-09,EU,🎧 Audio,23,5771.72
2025-03-09,EU,🖥 Desktop,14,14836.98
2025-03-09,APAC,📱 Mobile,15,13154.0
2025-03-09,APAC,💻 Laptop,9,15485.51
2025-03-09,APAC,🎧 Audio,14,3139.22
2025-03-09,APAC,🖥 Desktop,10,11243.73
2025-03-09,LATAM,📱 Mobile,5,3625.73
2025-03-09,LATAM,💻 Laptop,8,10856.68
2025-03-09,LATAM,🎧 Audio,6,1433.93
2025-03-09,LATAM,🖥 Desktop,6,8266.5
2025-03-10,NA,📱 Mobile,25,19468.51
2025-03-10,NA,💻 Laptop,25,40735.9
2025-03-10,NA,🎧 Audio,23,4894.25
2025-03-10,NA,🖥 Desktop,36,40665.76
2025-03-10,EU,📱 Mobile,26,21848.98
2025-03-10,EU,💻 Laptop,16,21815.88
2025-03-10,EU,🎧 Audio,15,3486.77
2025-03-10,EU,🖥 Desktop,22,27562.75
2025-03-10,APAC,📱 Mobile,2,1635.74
2025-03-10,APAC,💻 Laptop,14,20439.93
2025-03-10,APAC,🎧 Audio,19,5119.78
2025-03-10,APAC,🖥 Desktop,19,20109.46
2025-03-10,LATAM,📱 Mobile,13,10470.18
2025-03-10,LATAM,💻 Laptop,13,21390.37
2025-03-10,LATAM,🎧 Audio,7,1520.11
2025-03-10,LATAM,🖥 Desktop,8,8195.97
2025-03-11,NA,📱 Mobile,27,22996.17
2025-03-11,NA,💻 Laptop,21,30118.83
2025-03-11,NA,🎧 Audio,29,6378.82
2025-03-11,NA,🖥 Desktop,31,41707.02
2025-03-11,EU,📱 Mobile,18,14183.3
2025-03-11,EU,💻 Laptop,20,28970.91
2025-03-11,EU,🎧 Audio,34,8710.79
2025-03-11,EU,🖥 Desktop,26,35501.98
2025-03-11,APAC,📱 Mobile,11,8138.23
2025-03-11,APAC,💻 Laptop,19,24601.02
2025-03-11,APAC,🎧 Audio,25,5902.74
2025-03-11,APAC,🖥 Desktop,13,17466.7
2025-03-11,LATAM,📱 Mobile,13,10719.96
2025-03-11,LATAM,💻 Laptop,9,15363.12
2025-03-11,LATAM,🎧 Audio,4,922.88
2025-03-11,LATAM,🖥 Desktop,12,13923.92
2025-03-12,NA,📱 Mobile,26,19609.15
2025-03-12,NA,💻 Laptop,22,36715.55
2025-03-12,NA,🎧 Audio,15,3461.31
2025-03-12,NA,🖥 Desktop,28,30308.55
2025-03-12,EU,📱 Mobile,20,18263.43
2025-03-12,EU,💻 Laptop,25,35145.38
2025-03-12,EU,🎧 Audio,20,5050.63
2025-03-12,EU,🖥 Desktop,21,24335.12
2025-03-12,APAC,📱 Mobile,16,11353.43
2025-03-12,APAC,💻 Laptop,18,29639.18
2025-03-12,APAC,🎧 Audio,15,3402.59
2025-03-12,APAC,🖥 Desktop,20,22441.83
2025-03-12,LATAM,📱 Mobile,12,10073.11
2025-03-12,LATAM,💻 Laptop,12,17143.67
2025-03-12,LATAM,🎧 Audio,14,3072.26
2025-03-12,LATAM,🖥 Desktop,16,17873.29
2025-03-13,NA,📱 Mobile,28,22019.03
2025-03-13,NA,💻 Laptop,24,39632.2
2025-03-13,NA,🎧 Audio,28,6691.13
2025-03-13,NA,🖥 Desktop,23,29442.02
2025-03-13,EU,📱 Mobile,12,8759.21
2025-03-13,EU,💻 Laptop,33,56196.44
2025-03-13,EU,🎧 Audio,18,4436.13
2025-03-13,EU,🖥 Desktop,22,23477.08
2025-03-13,APAC,📱 Mobile,16,14334.53
2025-03-13,APAC,💻 Laptop,14,21551.65
2025-03-13,APAC,🎧 Audio,15,3871.73
2025-03-13,APAC,🖥 Desktop,20,21930.3
2025-03-13,LATAM,📱 Mobile,13,10440.65
2025-03-13,LATAM,💻 Laptop,11,16710.83
2025-03-13,LATAM,🎧 Audio,11,2654.97
2025-03-13,LATAM,🖥 Desktop,17,21364.03
2025-03-14,NA,📱 Mobile,21,16245.27
2025-03-14,NA,💻 Laptop,24,31529.2
2025-03-14,NA,🎧 Audio,33,7807.07
2025-03-14,NA,🖥 Desktop,39,49084.99
2025-03-14,EU,📱 Mobile,28,21469.16
2025-03-14,EU,💻 Laptop,27,40504.44
2025-03-14,EU,🎧 Audio,22,5188.6
2025-03-14,EU,🖥 Desktop,25,27537.82
2025-03-14,APAC,📱 Mobile,22,16450.88
2025-03-14,APAC,💻 Laptop,22,32043.44
2025-03-14,APAC,🎧 Audio,24,6688.96
2025-03-14,APAC,🖥 Desktop,13,17290.79
2025-03-14,LATAM,📱 Mobile,13,8932.27
2025-03-14,LATAM,💻 Laptop,14,22131.64
2025-03-14,LATAM,🎧 Audio,10,2434.43
2025-03-14,LATAM,🖥 Desktop,9,11315.37
2025-03-15,NA,📱 Mobile,17,15014.59
2025-03-15,NA,💻 Laptop,15,21501.77
2025-03-15,NA,🎧 Audio,17,3759.42
2025-03-15,NA,🖥 Desktop,16,21577.07
2025-03-15,EU,📱 Mobile,15,10345.63
2025-03-15,EU,💻 Laptop,9,11636.99
2025-03-15,EU,🎧 Audio,17,3998.92
2025-03-15,EU,🖥 Desktop,18,20827.21
2025-03-15,APAC,📱 Mobile,15,12497.93
2025-03-15,APAC,💻 Laptop,13,17626.08
2025-03-15,APAC,🎧 Audio,14,3727.47
2025-03-15,APAC,🖥 Desktop,9,10005.26
2025-03-15,LATAM,📱 Mobile,5,3818.85
2025-03-15,LATAM,💻 Laptop,9,11478.94
2025-03-15,LATAM,🎧 Audio,10,2339.75
2025-03-15,LATAM,🖥 Desktop,5,5177.33
2025-03-16,NA,📱 Mobile,23,15901.35
2025-03-16,NA,💻 Laptop,13,18005.07
2025-03-16,NA,🎧 Audio,25,5706.51
2025-03-16,NA,🖥 Desktop,24,32381.12
2025-03-16,EU,📱 Mobile,16,13547.56
2025-03-16,EU,💻 Laptop,14,20329.9
2025-03-16,EU,🎧 Audio,16,3737.4
2025-03-16,EU,🖥 Desktop,8,8419.01
2025-03-16,APAC,📱 Mobile,15,13548.75
2025-03-16,APAC,💻 Laptop,11,17448.52
2025-03-16,APAC,🎧 Audio,12,3115.29
2025-03-16,APAC,🖥 Desktop,6,7098.01
2025-03-16,LATAM,📱 Mobile,11,8610.85
2025-03-16,LATAM,💻 Laptop,9,13548.12
2025-03-16,LATAM,🎧 Audio,9,2426.8
2025-03-16,LATAM,🖥 Desktop,8,8285.83
2025-03-17,NA,📱 Mobile,23,17081.81
2025-03-17,NA,💻 Laptop,15,22813.22
2025-03-17,NA,🎧 Audio,37,9371.91
2025-03-17,NA,🖥 Desktop,25,27747.21
2025-03-17,EU,📱 Mobile,28,21806.21
2025-03-17,EU,💻 Laptop,25,34140.87
2025-03-17,EU,🎧 Audio,22,5841.51
2025-03-17,EU,🖥 Desktop,26,32794.33
2025-03-17,APAC,📱 Mobile,18,14466.45
2025-03-17,APAC,💻 Laptop,21,30980.54
2025-03-17,APAC,🎧 Audio,21,4934.01
2025-03-17,APAC,🖥 Desktop,16,21415.79
2025-03-17,LATAM,📱 Mobile,14,10640.8
2025-03-17,LATAM,💻 Laptop,15,24628.9
2025-03-17,LATAM,🎧 Audio,7,1576.34
2025-03-17,LATAM,🖥 Desktop,10,12599.52
2025-03-18,NA,📱 Mobile,21,18141.44
2025-03-18,NA,💻 Laptop,23,37927.62
2025-03-18,NA,🎧 Audio,31,7425.62
2025-03-18,NA,🖥 Desktop,31,33923.79
2025-03-18,EU,📱 Mobile,27,19637.29
2025-03-18,EU,💻 Laptop,25,39768.27
2025-03-18,EU,🎧 Audio,20,4736.71
2025-03-18,EU,🖥 Desktop,24,28529.22
2025-03-18,APAC,📱 Mobile,16,11155.78
2025-03-18,APAC,💻 Laptop,20,25597.33
2025-03-18,APAC,🎧 Audio,25,5469.95
2025-03-18,APAC,🖥 Desktop,17,21728.9
2025-03-18,LATAM,📱 Mobile,16,11297.8
2025-03-18,LATAM,💻 Laptop,11,16444.94
2025-03-18,LATAM,🎧 Audio,10,2532.3
2025-03-18,LATAM,🖥 Desktop,13,13298.85
2025-03-19,NA,📱 Mobile,36,29903.71
2025-03-19,NA,💻 Laptop,22,37308.96
2025-03-19,NA,🎧 Audio,24,5542.78
2025-03-19,NA,🖥 Desktop,23,24608.04
2025-03-19,EU,📱 Mobile,33,29089.46
2025-03-19,EU,💻 Laptop,25,35208.55
2025-03-19,EU,🎧 Audio,26,7174.16
2025-03-19,EU,🖥 Desktop,31,41962.02
2025-03-19,APAC,📱 Mobile,21,18465.19
2025-03-19,APAC,💻 Laptop,24,38617.09
2025-03-19,APAC,🎧 Audio,16,4390.39
2025-03-19,APAC,🖥 Desktop,20,22705.12
2025-03-19,LATAM,📱 Mobile,9,6917.64
2025-03-19,LATAM,💻 Laptop,15,24736.9
2025-03-19,LATAM,🎧 Audio,12,3060.18
2025-03-19,LATAM,🖥 Desktop,13,16200.03
2025-03-20,NA,📱 Mobile,32,28711.9
2025-03-20,NA,💻 Laptop,17,28903.74
2025-03-20,NA,🎧 Audio,19,4261.91
2025-03-20,NA,🖥 Desktop,28,31579.69
2025-03-20,EU,📱 Mobile,21,17747.44
2025-03-20,EU,💻 Laptop,22,29670.02
2025-03-20,EU,🎧 Audio,8,1753.8
2025-03-20,EU,🖥 Desktop,29,29997.01
2025-03-20,APAC,📱 Mobile,15,12802.62
2025-03-20,APAC,💻 Laptop,19,24248.96
2025-03-20,APAC,🎧 Audio,22,5973.42
2025-03-20,APAC,🖥 Desktop,10,11731.6
2025-03-20,LATAM,📱 Mobile,11,8838.6
2025-03-20,LATAM,💻 Laptop,17,24897.24
2025-03-20,LATAM,🎧 Audio,10,2624.58
2025-03-20,LATAM,🖥 Desktop,15,19760.79
2025-03-21,NA,📱 Mobile,31,23280.31
2025-03-21,NA,💻 Laptop,25,36860.5
2025-03-21,NA,🎧 Audio,21,4770.28
2025-03-21,NA,🖥 Desktop,25,26265.38
2025-03-21,EU,📱 Mobile,20,18262.22
2025-03-21,EU,💻 Laptop,29,48833.62
2025-03-21,EU,🎧 Audio,34,9677.64
2025-03-21,EU,🖥 Desktop,11,13674.68
2025-03-21,APAC,📱 Mobile,18,15162.25
2025-03-21,APAC,💻 Laptop,16,24785.87
2025-03-21,APAC,🎧 Audio,16,4543.37
2025-03-21,APAC,🖥 Desktop,23,27440.46
2025-03-21,LATAM,📱 Mobile,10,7624.18
2025-03-21,LATAM,💻 Laptop,10,16732.97
2025-03-21,LATAM,🎧 Audio,14,3687.62
2025-03-21,LATAM,🖥 Desktop,12,14172.53
2025-03-22,NA,📱 Mobile,25,19232.06
2025-03-22,NA,💻 Laptop,23,35335.95
2025-03-22,NA,🎧 Audio,14,3568.06
2025-03-22,NA,🖥 Desktop,22,25579.04
2025-03-22,EU,📱 Mobile,18,16084.77
2025-03-22,EU,💻 Laptop,18,27389.72
2025-03-22,EU,🎧 Audio,22,5093.26
2025-03-22,EU,🖥 Desktop,22,23192.12
2025-03-22,APAC,📱 Mobile,10,7974.27
2025-03-22,APAC,💻 Laptop,12,18291.71
2025-03-22,APAC,🎧 Audio,13,2872.69
2025-03-22,APAC,🖥 Desktop,16,19275.94
2025-03-22,LATAM,📱 Mobile,8,6223.41
2025-03-22,LATAM,💻 Laptop,8,10464.5
2025-03-22,LATAM,🎧 Audio,4,1015.17
2025-03-22,LATAM,🖥 Desktop,10,12772.58
2025-03-23,NA,📱 Mobile,19,17437.4
2025-03-23,NA,💻 Laptop,17,27195.24
2025-03-23,NA,🎧 Audio,27,6531.22
2025-03-23,NA,🖥 Desktop,25,27041.3
2025-03-23,EU,📱 Mobile,21,18185.9
2025-03-23,EU,💻 Laptop,15,20048.42
2025-03-23,EU,🎧 Audio,16,3684.28
2025-03-23,EU,🖥 Desktop,15,17310.67
2025-03-23,APAC,📱 Mobile,17,12429.59
2025-03-23,APAC,💻 Laptop,13,18329.59
2025-03-23,APAC,🎧 Audio,11,3070.62
2025-03-23,APAC,🖥 Desktop,9,11192.59
2025-03-23,LATAM,📱 Mobile,10,9002.01
2025-03-23,LATAM,💻 Laptop,6,10001.09
2025-03-23,LATAM,🎧 Audio,10,2381.05
2025-03-23,LATAM,🖥 Desktop,12,15538.83
2025-03-24,NA,📱 Mobile,22,15607.97
2025-03-24,NA,💻 Laptop,16,23085.7
2025-03-24,NA,🎧 Audio,26,6932.47
2025-03-24,NA,🖥 Desktop,11,11392.27
2025-03-24,EU,📱 Mobile,21,17046.12
2025-03-24,EU,💻 Laptop,22,35999.91
2025-03-24,EU,🎧 Audio,34,8946.81
2025-03-24,EU,🖥 Desktop,32,35573.02
2025-03-24,APAC,📱 Mobile,20,17623.18
2025-03-24,APAC,💻 Laptop,23,35342.21
2025-03-24,APAC,🎧 Audio,19,4194.84
2025-03-24,APAC,🖥 Desktop,18,23548.49
2025-03-24,LATAM,📱 Mobile,14,10494.52
2025-03-24,LATAM,💻 Laptop,16,25347.57
2025-03-24,LATAM,🎧 Audio,11,3059.71
2025-03-24,LATAM,🖥 Desktop,13,15779.87
2025-03-25,NA,📱 Mobile,23,20877.19
2025-03-25,NA,💻 Laptop,16,20499.37
2025-03-25,NA,🎧 Audio,26,6503.46
2025-03-25,NA,🖥 Desktop,31,41363.34
2025-03-25,EU,📱 Mobile,24,17369.96
2025-03-25,EU,💻 Laptop,22,36151.15
2025-03-25,EU,🎧 Audio,21,5211.82
2025-03-25,EU,🖥 Desktop,18,19385.68
2025-03-25,APAC,📱 Mobile,20,17790.5
2025-03-25,APAC,💻 Laptop,14,21698.33
2025-03-25,APAC,🎧 Audio,22,5031.92
2025-03-25,APAC,🖥 Desktop,20,26836.69
2025-03-25,LATAM,📱 Mobile,11,7928.08
2025-03-25,LATAM,💻 Laptop,12,17249.32
2025-03-25,LATAM,🎧 Audio,8,1932.73
2025-03-25,LATAM,🖥 Desktop,13,14915.23
2025-03-26,NA,📱 Mobile,37,28123.96
2025-03-26,NA,💻 Laptop,28,35958.45
2025-03-26,NA,🎧 Audio,8,1727.23
2025-03-26,NA,🖥 Desktop,33,35392.44
2025-03-26,EU,📱 Mobile,21,15657.62
2025-03-26,EU,💻 Laptop,19,28500.01
2025-03-26,EU,🎧 Audio,23,5798.56
2025-03-26,EU,🖥 Desktop,31,42299.68
2025-03-26,APAC,📱 Mobile,19,15476.47
2025-03-26,APAC,💻 Laptop,18,29194.39
2025-03-26,APAC,🎧 Audio,23,5979.6
2025-03-26,APAC,🖥 Desktop,12,14981.57
2025-03-26,LATAM,📱 Mobile,11,9579.63
2025-03-26,LATAM,💻 Laptop,14,23348.73
2025-03-26,LATAM,🎧 Audio,17,4000.09
2025-03-26,LATAM,🖥 Desktop,10,12948.0
2025-03-27,NA,📱 Mobile,27,22476.16
2025-03-27,NA,💻 Laptop,20,28653.87
2025-03-27,NA,🎧 Audio,21,4557.71
2025-03-27,NA,🖥 Desktop,26,29676.34
2025-03-27,EU,📱 Mobile,16,12728.83
2025-03-27,EU,💻 Laptop,40,57611.14
2025-03-27,EU,🎧 Audio,24,5728.62
2025-03-27,EU,🖥 Desktop,28,29927.05
2025-03-27,APAC,📱 Mobile,27,21296.26
2025-03-27,APAC,💻 Laptop,18,26558.7
2025-03-27,APAC,🎧 Audio,14,3152.37
2025-03-27,APAC,🖥 Desktop,16,16702.03
2025-03-27,LATAM,📱 Mobile,11,9398.37
2025-03-27,LATAM,💻 Laptop,15,22846.08
2025-03-27,LATAM,🎧 Audio,15,4223.88
2025-03-27,LATAM,🖥 Desktop,11,13530.04
2025-03-28,NA,📱 Mobile,32,26218.09
2025-03-28,NA,💻 Laptop,30,51580.74
2025-03-28,NA,🎧 Audio,20,4892.4
2025-03-28,NA,🖥 Desktop,38,50638.44
2025-03-28,EU,📱 Mobile,30,26873.56
2025-03-28,EU,💻 Laptop,27,37776.85
2025-03-28,EU,🎧 Audio,24,5396.22
2025-03-28,EU,🖥 Desktop,25,27912.46
2025-03-28,APAC,📱 Mobile,17,13190.26
2025-03-28,APAC,💻 Laptop,15,20477.35
2025-03-28,APAC,🎧 Audio,11,2872.18
2025-03-28,APAC,🖥 Desktop,12,13089.79
2025-03-28,LATAM,📱 Mobile,12,9890.94
2025-03-28,LATAM,💻 Laptop,4,5242.76
2025-03-28,LATAM,🎧 Audio,15,3571.31
2025-03-28,LATAM,🖥 Desktop,6,6415.2
2025-03-29,NA,📱 Mobile,22,19582.33
2025-03-29,NA,💻 Laptop,25,39073.79
2025-03-29,NA,🎧 Audio,23,5451.14
2025-03-29,NA,🖥 Desktop,18,23215.62
2025-03-29,EU,📱 Mobile,14,11801.32
2025-03-29,EU,💻 Laptop,13,18550.98
2025-03-29,EU,🎧 Audio,21,4534.11
2025-03-29,EU,🖥 Desktop,18,22418.5
2025-03-29,APAC,📱 Mobile,11,9058.32
2025-03-29,APAC,💻 Laptop,16,22250.53
2025-03-29,APAC,🎧 Audio,12,3382.76
2025-03-29,APAC,🖥 Desktop,13,15900.17
2025-03-29,LATAM,📱 Mobile,9,7446.17
2025-03-29,LATAM,💻 Laptop,8,12806.89
2025-03-29,LATAM,🎧 Audio,8,1793.71
2025-03-29,LATAM,🖥 Desktop,9,9642.21
2025-03-30,NA,📱 Mobile,20,17507.28
2025-03-30,NA,💻 Laptop,17,24912.72
2025-03-30,NA,🎧 Audio,13,3303.62
2025-03-30,NA,🖥 Desktop,18,22619.69
2025-03-30,EU,📱 Mobile,14,12010.04
2025-03-30,EU,💻 Laptop,14,19474.33
2025-03-30,EU,🎧 Audio,15,4060.49
2025-03-30,EU,🖥 Desktop,10,11313.31
2025-03-30,APAC,📱 Mobile,14,11042.62
2025-03-30,APAC,💻 Laptop,4,5600.87
2025-03-30,APAC,🎧 Audio,5,1111.95
2025-03-30,APAC,🖥 Desktop,11,11255.8
2025-03-30,LATAM,📱 Mobile,5,4329.0
2025-03-30,LATAM,💻 Laptop,9,12943.12
2025-03-30,LATAM,🎧 Audio,10,2692.44
2025-03-30,LATAM,🖥 Desktop,8,8418.95
2025-03-31,NA,📱 Mobile,32,22222.08
2025-03-31,NA,💻 Laptop,29,43524.15
2025-03-31,NA,🎧 Audio,24,6791.55
2025-03-31,NA,🖥 Desktop,27,31093.72
2025-03-31,EU,📱 Mobile,26,22283.54
2025-03-31,EU,💻 Laptop,27,45620.7
2025-03-31,EU,🎧 Audio,25,6771.45
2025-03-31,EU,🖥 Desktop,25,27683.27
2025-03-31,APAC,📱 Mobile,24,19984.08
2025-03-31,APAC,💻 Laptop,18,25738.25
2025-03-31,APAC,🎧 Audio,20,4735.75
2025-03-31,APAC,🖥 Desktop,13,17488.38
2025-03-31,LATAM,📱 Mobile,17,11826.99
2025-03-31,LATAM,💻 Laptop,16,25047.31
2025-03-31,LATAM,🎧 Audio,7,1518.99
2025-03-31,LATAM,🖥 Desktop,16,19569.8
