target_id,mission,ra_deg,dec_deg,stellar_mag,stellar_teff_k,stellar_radius_rsun,period_days,transit_depth_ppm,transit_duration_hr,planet_radius_rearth,equilibrium_temp_k,snr,disposition,discovery_year
TIC-980602965,TESS,77.80009,78.84591,14.18,5754,0.991,5.93,840,1.85,3.29,1239,53.0,confirmed,2020
KIC-234051524,K2,102.01856,9.26801,10.52,6330,1.138,8.041,3519,4.0,6.3,1262,41.8,confirmed,2014
KIC-6702499,Kepler,191.1702,76.34792,10.98,4871,0.695,7.79,966,2.06,2.57,506,44.1,confirmed,2015
KIC-7865229,Kepler,231.17273,20.09509,13.59,5319,1.081,12.224,335,3.83,2.01,923,25.3,candidate,2015
TIC-358647929,TESS,25.77443,-32.27157,10.85,3472,0.483,5.51,445,1.0,1.15,422,51.3,candidate,2021
TIC-37417585,TESS,111.37838,-29.2503,13.49,7220,1.215,5.956,4986,3.96,9.82,1609,71.3,candidate,2023
KIC-10450010,Kepler,312.55895,46.46025,13.64,3615,0.615,8.239,50000,1.84,21.52,349,89.4,candidate,2014
KIC-8102405,Kepler,46.75641,24.57126,10.97,6260,1.238,8.054,111,4.68,1.66,1644,5.4,false_positive,2018
TIC-424278811,TESS,237.45888,62.51617,17.76,4862,0.701,6.58,7003,2.39,5.95,665,50.8,candidate,2020
KIC-11395873,Kepler,334.03314,-33.41138,10.88,3789,0.593,116.168,1394,4.36,2.54,200,63.5,candidate,2017
TIC-509625484,TESS,281.87551,-1.65322,8.71,5465,1.01,18.078,480,3.5,2.46,659,77.6,confirmed,2020
KIC-8307035,Kepler,10.838,-36.6593,10.85,4122,0.822,3.943,579,3.15,2.23,842,13.6,false_positive,2014
KIC-12710692,Kepler,261.69445,-76.82326,10.49,6358,1.218,28.999,277,5.59,2.09,1041,14.0,confirmed,2013
KIC-7077129,Kepler,33.2153,12.17998,9.78,6417,1.254,30.298,312,6.28,2.15,783,21.2,false_positive,2011
KIC-12023980,Kepler,178.3934,38.70649,10.25,6771,1.04,10.19,600,2.44,2.58,-1,33.2,false_positive,2011
KIC-9490949,Kepler,354.21284,9.11017,12.77,5331,0.888,84.001,496,5.79,2.27,454,20.5,candidate,2012
KIC-12445076,Kepler,325.50025,-9.66887,13.43,5384,0.899,10.009,756,4.69,2.45,960,59.3,confirmed,2011
KIC-238074985,K2,200.83837,-5.54787,8.0,3336,0.61,69.697,225,,1.02,200,46.5,candidate,2017
TIC-532775358,TESS,120.94404,-63.03941,13.58,4129,0.749,62.36,169,3.5,1.33,279,37.7,candidate,2018
TIC-63251388,TESS,324.15901,-69.12312,14.27,6520,1.164,118.805,679,8.28,3.25,478,53.5,candidate,2019
KIC-2359882,Kepler,260.47878,38.64989,14.58,5643,0.912,25.137,380,3.36,1.86,509,38.4,candidate,2015
TIC-956856979,TESS,177.21351,85.42482,11.78,5499,1.06,30.743,11512,4.08,14.37,561,69.1,candidate,2018
TIC-655598127,TESS,210.15067,24.1977,11.76,4536,1.016,16.549,417,4.07,2.85,555,38.8,candidate,2020
TIC-583488091,TESS,268.49613,-78.6953,11.2,3236,0.48,14.602,2008,1.85,2.14,200,68.7,false_positive,2020
KIC-235124872,K2,184.78124,10.9708,14.92,3000,0.543,26.869,1848,3.3,2.68,200,42.5,false_positive,2014
KIC-244131405,K2,197.46153,-37.17334,13.56,6206,1.173,16.277,350,4.26,2.21,1003,11.1,confirmed,2015
TIC-170358884,TESS,205.09157,-61.22982,9.68,4677,0.728,47.045,1341,4.41,2.41,355,44.9,confirmed,2021
TIC-196065408,TESS,87.5865,-1.58777,11.36,6514,1.368,17.361,50,4.01,0.66,1282,16.1,confirmed,2021
KIC-240689800,K2,258.08846,-82.11915,12.11,6145,1.222,5.454,90,3.56,1.21,1641,20.6,false_positive,2017
KIC-11912225,Kepler,144.35809,-36.27353,11.64,4796,0.993,15.149,292,3.36,1.9,609,38.8,candidate,2010
KIC-1544364,Kepler,94.54446,-84.4464,8.0,5700,1.091,20.246,3374,2.95,7.42,818,66.6,confirmed,2012
KIC-1504232,Kepler,75.96028,45.73606,11.41,5755,0.993,38.294,1226,4.52,3.46,629,32.2,candidate,2017
KIC-11733355,Kepler,129.27292,-36.83368,13.34,5675,0.76,68.006,4889,3.98,5.78,409,42.8,candidate,2013
TIC-531066183,TESS,220.72587,89.37487,12.46,3818,0.843,165.888,3707,5.2,6.41,200,49.5,false_positive,2020
KIC-241878977,K2,126.14759,52.36164,15.68,4413,1.101,6.776,50,4.18,0.84,849,34.5,confirmed,2014
TIC-590346356,TESS,70.57719,86.50877,11.49,6543,1.186,25.37,574,,2.81,1105,40.8,candidate,2020
TIC-204675912,TESS,302.90344,87.21415,10.25,6091,1.235,23.744,546,4.52,3.68,994,52.8,candidate,2021
KIC-203807480,K2,213.05167,-51.42633,15.32,5552,0.932,13.219,1206,3.96,3.87,806,33.0,false_positive,2018
KIC-5735748,Kepler,335.11375,78.81392,12.54,5001,0.86,78.556,95,5.17,0.87,436,22.1,confirmed,2016
KIC-4870723,Kepler,254.1979,-70.57252,10.29,5151,0.88,2.783,1930,1.0,4.88,1129,50.3,false_positive,2009
KIC-204664393,K2,109.2617,21.46125,8.65,3327,0.517,5.584,272,1.11,1.04,337,39.5,candidate,2016
KIC-241297792,K2,209.26862,-73.07448,10.04,4592,0.78,9.024,542,2.74,1.93,553,52.2,candidate,2014
KIC-225528692,K2,50.29637,-80.6734,8.0,5857,1.084,68.26,71,6.68,0.96,616,29.2,candidate,2017
KIC-202236971,K2,332.43334,-15.11795,11.32,6174,1.133,4.571,552,3.61,2.99,1435,46.2,candidate,2017
KIC-224679737,K2,19.96779,-66.67823,9.32,3744,0.434,9.048,557,1.04,1.05,283,58.9,candidate,2018
TIC-148886653,TESS,165.06419,-36.45775,13.16,5928,0.841,6.396,860,1.14,3.02,911,51.9,candidate,2020
TIC-424598844,TESS,32.54141,-56.48657,13.0,4920,0.764,9.919,133,3.73,1.17,665,25.0,candidate,2018
KIC-216558877,K2,310.02954,-23.82654,16.45,4925,0.886,34.073,214,3.58,1.53,456,43.2,candidate,2015
KIC-10603925,Kepler,357.6362,58.18154,11.46,5501,0.973,40.984,50,3.6,0.74,566,22.0,candidate,2013
KIC-6426666,Kepler,76.37596,37.42063,14.94,6562,1.25,6.865,116,4.17,1.89,1501,33.1,candidate,2015
TIC-179290463,TESS,110.00595,-36.27665,11.0,6890,1.298,7.281,88,3.78,1.45,1312,42.6,false_positive,2018
KIC-206811321,K2,305.67777,-89.85286,8.23,6084,1.35,23.535,364,5.3,2.68,1141,40.0,candidate,2015
KIC-9950092,Kepler,143.08915,2.19861,15.0,5886,0.964,7.998,7840,1.98,9.69,1104,59.3,false_positive,2017
TIC-631616405,TESS,271.76853,-86.47248,11.95,7014,1.265,8.409,98,3.94,1.31,1612,26.5,confirmed,2024
KIC-11631159,Kepler,167.25156,-27.32678,12.13,5038,0.886,34.513,104,4.23,1.03,567,25.0,confirmed,2010
TIC-417961484,TESS,197.05322,-81.48522,10.29,5019,0.818,8.953,495,3.19,1.88,579,28.8,candidate,2021
KIC-236881886,K2,291.44257,-87.03176,11.67,3438,0.566,19.573,425,2.97,1.23,279,48.0,candidate,2017
KIC-11603776,Kepler,220.51039,78.49754,8.0,6704,1.199,26.074,50,4.54,0.9,721,5.8,candidate,2009
KIC-10318738,Kepler,271.59923,-8.63229,13.27,3047,0.665,184.457,86,5.87,0.71,200,31.3,false_positive,2009
TIC-780416785,TESS,64.10685,31.37034,12.05,5643,1.102,50.047,486,2.89,2.47,854,27.2,confirmed,2024
KIC-6311202,Kepler,102.45785,-73.58096,12.57,6530,1.4,21.542,186,5.44,1.9,1209,5.0,false_positive,2013
KIC-1966751,Kepler,350.61906,-68.00003,13.94,5383,1.012,18.393,487,4.08,2.32,768,22.7,candidate,2009
TIC-129843234,TESS,178.55011,-56.54118,13.06,3256,0.606,20.451,1881,2.32,2.66,284,45.5,candidate,2023
KIC-1946055,Kepler,329.31511,-25.75825,8.29,6332,1.182,4.823,217,3.27,1.67,1292,43.7,candidate,2017
TIC-593560514,TESS,187.90273,-68.43383,13.22,3740,0.424,16.657,2915,1.58,2.98,233,57.9,confirmed,2021
KIC-3282773,Kepler,133.5362,-31.26479,8.0,5777,0.864,3.172,584,1.68,2.24,1260,40.4,candidate,2011
TIC-61432078,TESS,302.82876,-77.38952,15.86,5214,1.244,13.155,366,3.34,2.52,1253,53.0,candidate,2019
KIC-2167508,Kepler,330.18641,12.7902,12.37,3351,0.477,19.753,328,1.61,1.09,200,32.4,candidate,2009
KIC-9413073,Kepler,268.19233,-40.76039,14.25,3050,0.445,23.935,151,1.74,0.58,200,34.5,false_positive,2011
KIC-8900720,Kepler,233.85186,-27.51366,12.54,5909,1.026,22.016,594,3.38,3.4,725,23.4,false_positive,2012
KIC-4865996,Kepler,87.08633,72.37948,12.74,5671,0.782,15.06,787,2.57,2.3,793,39.0,candidate,2017
KIC-6407555,Kepler,335.61491,47.42678,13.96,4376,0.969,20.594,258,5.69,1.7,588,27.1,confirmed,2017
TIC-208409691,TESS,38.63095,-76.772,12.33,6142,1.112,2.665,2386,2.18,6.61,1532,38.5,candidate,2022
KIC-8591138,Kepler,282.39523,-74.91496,13.9,6124,1.204,12.35,183,5.05,1.73,1306,40.4,candidate,2011
KIC-2130548,Kepler,254.61865,29.94507,16.84,6770,1.258,23.523,181,4.52,2.01,1039,42.6,false_positive,2010
KIC-2250016,Kepler,106.07445,38.27712,11.05,4941,0.884,20.181,33137,5.35,17.77,478,82.7,confirmed,2013
KIC-8242683,Kepler,281.03745,-62.43387,10.08,5637,0.912,15.521,191,2.8,1.39,836,45.8,candidate,2009
KIC-11080942,Kepler,136.56311,-20.07733,12.36,5920,1.219,3.997,50,2.87,0.62,1705,36.3,candidate,2018
KIC-6832496,Kepler,40.16509,-7.26065,14.87,3362,0.577,5.685,111,1.82,0.92,371,35.4,candidate,2010
KIC-202330398,K2,33.48884,-83.18097,12.39,5541,1.036,7.151,470,1.49,2.48,1062,45.6,candidate,2018
KIC-8625188,Kepler,162.04013,81.06732,12.58,4180,0.764,66.442,577,5.88,1.95,303,19.3,candidate,2017
KIC-9197226,Kepler,300.75716,16.0852,8.0,3466,0.492,301.62,2851,2.78,2.67,200,61.7,candidate,2012
KIC-1579029,Kepler,63.97842,-27.39954,15.61,5759,1.224,30.958,81,4.99,1.05,984,16.5,false_positive,2010
KIC-3286779,Kepler,71.33643,-75.95949,9.62,5488,0.904,35.019,657,3.33,2.66,427,43.7,candidate,2016
KIC-5371200,Kepler,185.55394,-55.74903,13.71,3670,0.585,39.831,1337,1.86,2.55,242,69.0,confirmed,2011
TIC-574969152,TESS,151.93344,3.27185,16.78,5624,0.931,79.149,430,6.76,2.43,372,82.6,candidate,2023
KIC-9462974,Kepler,292.83388,-11.53477,14.47,6155,1.127,7.84,443,3.27,3.17,1283,42.2,candidate,2015
TIC-496098592,TESS,86.31682,-19.96007,10.56,5796,1.092,76.96,68,5.24,0.91,584,32.8,false_positive,2019
KIC-1938616,Kepler,297.69619,-64.77865,15.12,3545,0.548,2.932,702,1.38,1.65,550,45.7,candidate,2018
TIC-991536400,TESS,114.1345,-23.32756,13.12,3389,0.549,183.579,304,6.09,1.0,200,28.3,candidate,2019
KIC-12045684,Kepler,29.1655,65.50582,12.17,6446,1.221,93.218,198,9.14,1.76,636,22.4,candidate,2017
TIC-364325321,TESS,124.75525,15.94845,9.69,5279,1.117,8.939,368,3.85,2.31,1081,61.0,candidate,2022
KIC-12530323,Kepler,351.00561,-16.85544,9.23,5838,1.174,8.559,75,5.12,0.98,1275,32.1,candidate,2013
TIC-840276228,TESS,96.77881,70.92148,10.44,5091,0.765,4.336,92,1.73,0.83,672,14.7,candidate,2020
TIC-70997018,TESS,257.95279,-79.49203,11.64,4711,0.981,16.594,2555,4.95,6.36,628,62.8,candidate,2021
TIC-588017761,TESS,44.56326,-3.3242,12.68,3781,0.516,6.251,332,1.8,1.16,351,13.3,false_positive,2021
TIC-253597504,TESS,84.42193,-11.26834,14.14,3000,0.452,44.52,1229,2.13,1.68,200,45.0,confirmed,2021
TIC-89096950,TESS,298.12526,-31.8901,13.85,3182,0.496,23.239,2176,2.01,2.69,200,35.3,candidate,2018
KIC-242422520,K2,146.05794,-73.69738,10.8,5551,1.094,10.889,424,3.14,2.4,1187,41.8,candidate,2017
KIC-4414961,Kepler,170.22378,63.73508,17.51,3327,0.762,5.85,220,2.0,1.49,530,5.0,false_positive,2009
KIC-12404180,Kepler,47.68738,-42.19741,11.67,5475,0.942,34.333,535,3.77,2.21,550,54.8,candidate,2017
KIC-1642542,Kepler,71.02833,-56.83555,10.9,5395,0.95,25.057,1876,2.81,3.9,621,68.1,candidate,2013
KIC-2875556,Kepler,34.54984,-52.11654,14.71,5374,0.899,80.756,117,4.93,0.98,427,34.2,false_positive,2014
TIC-92655273,TESS,356.80781,-76.01514,14.4,5659,1.079,2.686,502,1.88,2.57,1638,30.0,false_positive,2019
KIC-8517669,Kepler,89.14689,-58.70161,14.28,6238,1.107,6.378,107,2.21,1.19,1224,20.6,false_positive,2015
KIC-8894204,Kepler,56.38572,18.37107,14.82,5857,0.984,4.481,519,2.27,2.5,1262,27.9,false_positive,2015
KIC-2849695,Kepler,115.15594,0.29529,15.9,5545,0.961,7.215,107,3.12,1.13,931,32.6,candidate,2018
TIC-975092361,TESS,70.05481,-11.30224,10.95,3065,0.715,13.162,5573,2.74,5.32,331,63.2,false_positive,2023
TIC-128149309,TESS,346.17281,-84.40138,11.77,5746,1.034,5.304,3882,2.16,6.84,1308,41.2,candidate,2023
KIC-2831331,Kepler,97.04808,-37.5499,11.22,5748,1.004,60.632,135,5.56,1.79,406,17.6,candidate,2011
KIC-9106336,Kepler,24.81363,11.71174,14.26,6906,1.126,18.786,762,5.43,3.52,1016,49.3,false_positive,2018
KIC-4257136,Kepler,234.6487,85.24257,10.14,4654,0.837,42.445,2830,5.36,4.14,409,49.2,confirmed,2009
KIC-6292530,Kepler,140.0778,82.14076,8.94,4833,1.022,75.14,74,4.01,0.86,467,36.3,candidate,2018
TIC-523539862,TESS,191.23982,-11.16336,8.49,5988,1.048,104.847,95,7.52,1.25,420,14.5,false_positive,2019
KIC-200825387,K2,147.76013,-88.90937,12.24,3878,0.75,2.012,348,1.36,1.72,854,30.1,false_positive,2016
KIC-11642781,Kepler,297.23258,34.59719,12.81,5150,0.845,16.442,560,2.2,2.48,710,25.8,candidate,2017
TIC-594807274,TESS,123.62792,24.32465,10.53,5568,1.0,59.175,460,7.88,2.22,533,35.8,candidate,2023
TIC-857646111,TESS,117.48479,24.92735,16.03,5321,0.935,1.572,304,1.31,1.9,1309,51.3,candidate,2022
TIC-857834361,TESS,175.51893,70.89152,14.76,3675,0.4,13.696,129,1.11,0.5,222,51.4,false_positive,2018
KIC-2879601,Kepler,207.01177,58.91175,13.92,6163,1.169,2.417,50,2.57,0.69,2125,9.0,confirmed,2009
TIC-686371525,TESS,242.85251,42.31133,12.58,6994,1.293,1.953,274,1.72,2.56,2500,47.8,confirmed,2024
KIC-3029290,Kepler,60.63833,-31.90791,10.39,4694,0.758,22.187,3174,3.7,4.47,478,41.0,candidate,2010
KIC-7402431,Kepler,20.95064,-67.09627,11.88,5269,1.051,17.593,50,3.61,1.16,758,33.6,candidate,2010
TIC-959899669,TESS,348.13532,51.11665,15.02,3975,0.823,35.32,839,5.37,2.77,344,29.6,candidate,2018
KIC-7165238,Kepler,296.52755,-22.39433,14.47,5497,0.905,87.421,658,6.89,2.46,469,41.1,false_positive,2013
TIC-557198637,TESS,297.60618,9.66765,11.27,5860,0.971,4.629,65,2.92,0.9,1160,15.0,candidate,2020
KIC-11728565,Kepler,259.28453,-51.36854,11.08,5858,1.005,24.0,50,3.35,0.54,742,13.6,confirmed,2011
TIC-458644687,TESS,299.54101,20.01102,10.74,4968,0.895,5.486,84,2.53,1.01,847,31.4,candidate,2023
KIC-11126212,Kepler,328.36081,2.14893,8.4,3000,0.605,2.42,1804,1.0,2.67,601,43.7,candidate,2014
TIC-320149829,TESS,163.54135,41.15586,15.96,4218,0.825,3.292,50,1.32,0.59,829,24.8,candidate,2018
KIC-4064821,Kepler,129.64791,-47.41858,8.96,7116,1.358,6.256,157,3.74,1.74,2143,25.4,confirmed,2017
KIC-10231540,Kepler,80.17566,28.33564,11.07,5315,1.159,6.584,13602,2.94,13.23,1216,57.9,candidate,2018
TIC-322791308,TESS,207.23604,-49.15679,12.27,6291,1.211,0.992,451,1.84,2.55,2375,45.1,candidate,2018
KIC-214916230,K2,277.18987,12.55807,9.97,5946,0.969,199.518,61,9.48,0.84,291,5.0,confirmed,2017
TIC-994016473,TESS,352.30539,56.21685,9.28,4811,0.879,27.263,328,4.97,1.53,410,42.1,confirmed,2021
TIC-280078272,TESS,12.0233,-17.68382,10.68,5787,1.015,63.615,71,6.32,0.96,537,36.0,candidate,2020
TIC-117333906,TESS,64.5458,84.82627,8.0,5074,0.935,3.714,2622,2.09,5.04,900,68.7,confirmed,2019
KIC-7109187,Kepler,25.97276,42.38091,10.66,5628,1.051,8.521,334,2.9,2.26,989,41.8,candidate,2017
TIC-868588679,TESS,241.59644,67.44035,11.89,6068,1.19,193.998,187,,1.99,434,35.7,candidate,2024
TIC-422410314,TESS,72.52599,-46.67637,13.4,4991,0.773,22.094,460,1.97,1.65,443,52.0,candidate,2019
KIC-10730098,Kepler,220.31022,-89.6887,9.43,5922,1.102,30.082,306,5.02,2.11,637,34.4,confirmed,2015
KIC-12788480,Kepler,267.13573,18.95439,8.0,6853,1.231,14.073,2098,5.72,7.39,1415,64.2,confirmed,2009
TIC-945511215,TESS,231.10491,-48.17613,9.7,6216,0.888,1.426,844,1.62,2.82,1523,34.9,candidate,2020
TIC-533932853,TESS,254.27997,19.37453,13.18,6464,1.208,21.206,263,3.09,2.16,1063,13.0,candidate,2020
KIC-5086490,Kepler,38.56402,-83.18729,8.0,3000,0.651,15.924,104,2.36,0.68,285,36.6,false_positive,2011
TIC-275422840,TESS,355.60428,7.47968,18.0,5279,1.049,35.296,130,4.6,1.58,618,37.4,candidate,2018
KIC-7725349,Kepler,66.47866,-76.58969,10.91,3157,0.852,3.72,640,1.83,2.51,678,27.1,candidate,2017
TIC-386667853,TESS,235.05844,-38.53973,8.0,3217,0.487,38.224,2065,2.44,2.75,200,30.3,confirmed,2018
KIC-11224516,Kepler,175.49854,-61.56485,13.21,6301,1.143,7.477,534,4.5,2.95,1358,37.0,candidate,2011
KIC-11528334,Kepler,69.34256,-57.66329,13.89,3070,0.662,49.142,490,3.24,1.58,200,41.1,false_positive,2011
KIC-200827834,K2,301.24884,0.29796,9.61,4148,0.81,7.416,2743,2.12,4.66,619,45.4,candidate,2014
KIC-6173362,Kepler,6.51987,49.87674,12.42,5875,0.815,7.696,827,2.23,2.74,918,42.8,confirmed,2015
TIC-302339722,TESS,101.79704,20.90461,11.76,4529,0.913,27.918,614,3.13,2.35,467,61.7,confirmed,2023
TIC-674296773,TESS,267.869,-16.20593,16.15,5634,0.986,86.372,51,6.54,0.71,411,25.4,confirmed,2020
TIC-457421896,TESS,137.55589,11.06998,12.54,3025,0.426,34.371,3611,2.32,3.02,200,58.8,confirmed,2018
KIC-6670216,Kepler,135.05307,-77.77969,15.81,5254,1.007,1.967,476,1.86,2.75,1500,43.9,confirmed,2012
KIC-12693142,Kepler,5.33395,89.63103,8.0,5445,0.862,50.786,149,2.84,1.07,503,29.9,candidate,2014
TIC-414735315,TESS,180.34402,79.88195,16.23,5080,1.023,55.344,726,7.32,2.94,564,35.1,confirmed,2018
KIC-220292508,K2,274.85698,-75.92061,17.21,6697,1.046,49.555,135,7.65,1.45,722,19.2,candidate,2016
TIC-798723557,TESS,12.06229,41.44946,8.54,5327,1.117,6.315,233,3.34,2.04,1182,25.8,candidate,2021
TIC-287700299,TESS,323.17651,45.37668,12.59,5875,1.191,3.87,568,2.52,3.05,1414,38.5,candidate,2022
KIC-10270086,Kepler,76.16513,-50.5913,16.82,6446,1.231,1.143,5241,1.44,9.06,2500,68.3,confirmed,2015
KIC-9827888,Kepler,276.07985,-41.10503,11.49,5049,0.962,17.801,179,2.15,1.53,684,31.8,confirmed,2018
KIC-4800680,Kepler,39.27718,23.93339,17.13,6288,1.21,18.811,598,2.2,3.54,903,40.6,false_positive,2016
TIC-76009829,TESS,351.92829,42.91002,11.71,5646,0.991,11.286,689,4.02,2.87,829,45.5,candidate,2018
KIC-6056234,Kepler,325.23421,-84.69042,9.93,3531,0.491,12.445,321,2.13,0.81,292,40.9,candidate,2010
KIC-10188379,Kepler,16.07201,10.73937,11.95,4917,0.871,14.807,1277,3.32,3.33,603,47.8,candidate,2010
KIC-3487183,Kepler,49.10469,70.20286,10.19,5359,1.035,8.179,682,2.38,3.63,875,42.8,false_positive,2010
TIC-583343887,TESS,228.40898,-18.35778,14.2,6438,0.998,107.252,281,6.88,1.69,509,47.8,false_positive,2020
TIC-934397853,TESS,36.87744,-88.37186,13.57,3000,0.4,4.515,1288,1.23,1.67,291,50.3,confirmed,2019
TIC-912261967,TESS,355.96679,-87.93099,9.87,5374,1.122,34.42,1335,5.29,4.38,720,47.2,candidate,2024
TIC-995416503,TESS,28.93569,65.14892,13.43,3758,0.4,49.0,5666,,3.73,200,64.4,confirmed,2020
KIC-249058723,K2,182.20722,62.5266,12.56,4740,0.71,6.436,261,1.34,1.2,726,43.4,candidate,2014
KIC-6827416,Kepler,352.72926,-12.12459,11.23,5198,0.628,69.216,1723,3.7,2.83,276,21.0,confirmed,2016
TIC-55988000,TESS,111.58136,-26.22854,8.0,4763,0.79,12.257,385,3.51,1.78,647,47.9,candidate,2019
TIC-415880621,TESS,136.49208,-82.85637,8.0,3221,0.458,13.859,87,1.29,0.5,200,27.4,candidate,2022
TIC-997958915,TESS,23.72715,-76.48619,15.18,4773,1.001,15.933,173,3.1,1.91,695,18.9,false_positive,2020
KIC-7433975,Kepler,23.70391,31.31706,13.3,3254,0.506,49.296,1397,3.42,2.32,200,31.2,candidate,2015
TIC-387114370,TESS,14.20147,-50.0214,11.56,4849,0.849,74.968,900,4.6,2.9,375,41.4,candidate,2019
KIC-10898849,Kepler,208.54806,15.50347,13.72,5395,1.016,17.197,5937,3.14,8.14,677,48.7,confirmed,2012
TIC-832285413,TESS,293.32469,-82.04981,12.87,4918,1.002,13.501,93,4.17,1.13,767,27.8,candidate,2018
KIC-2412091,Kepler,131.95581,1.33742,13.14,3037,0.415,10.736,810,1.0,1.2,223,58.5,candidate,2014
KIC-1392872,Kepler,103.21988,-12.38022,13.3,5382,0.983,478.5,18305,6.12,16.55,216,65.8,candidate,2014
KIC-9081244,Kepler,25.67545,79.12382,14.37,6288,1.237,24.305,504,6.36,3.43,1011,33.4,candidate,2011
TIC-439730927,TESS,19.93061,-69.70762,13.7,6126,1.158,117.409,94,9.41,1.3,404,25.2,confirmed,2019
KIC-2935595,Kepler,337.26111,43.85885,16.81,5305,1.082,6.409,59,3.45,0.88,1183,14.3,confirmed,2013
KIC-4313222,Kepler,134.56596,-43.10485,11.6,3398,0.548,10.445,1175,2.21,1.94,319,39.1,candidate,2016
KIC-2110548,Kepler,31.65507,48.00554,12.52,5087,1.057,13.377,710,2.8,3.14,865,46.8,candidate,2015
TIC-947604569,TESS,41.14851,-46.86878,12.59,5206,0.877,167.012,476,6.51,2.38,302,51.2,false_positive,2022
TIC-127611658,TESS,172.03498,78.70137,8.0,6269,1.273,9.903,681,4.6,3.38,1527,64.4,candidate,2019
KIC-12831087,Kepler,181.27599,-59.59405,16.47,6194,1.092,22.826,50,3.91,0.95,708,24.8,confirmed,2018
TIC-811479002,TESS,297.23203,-39.65773,11.94,5395,0.93,29.952,270,5.28,2.14,635,46.4,candidate,2024
KIC-3933662,Kepler,63.69462,66.31808,14.12,3131,0.67,25.838,331,4.18,1.38,267,39.6,confirmed,2009
TIC-651685048,TESS,335.60381,86.00147,15.34,5742,1.06,33.653,341,7.97,2.32,666,27.0,candidate,2022
KIC-7696574,Kepler,11.44831,-70.28792,10.19,3889,0.981,37.327,401,3.36,2.06,365,17.7,confirmed,2018
TIC-702679341,TESS,184.57555,-39.80337,15.58,6505,1.221,12.499,426,4.07,2.87,1124,43.7,candidate,2020
KIC-11883047,Kepler,114.86463,-78.19112,9.4,3486,0.624,52.093,1231,1.88,2.21,215,66.7,candidate,2010
TIC-379332212,TESS,314.16365,47.81152,12.98,4811,0.99,126.692,119,8.86,1.23,275,55.0,false_positive,2019
TIC-240412027,TESS,352.32346,-23.22393,10.4,6301,1.305,16.248,341,4.66,2.48,1185,16.1,confirmed,2018
TIC-767979631,TESS,159.02464,70.57781,14.29,3254,0.513,1.938,9269,1.0,4.79,475,49.9,false_positive,2023
KIC-242051821,K2,30.02829,-2.43197,15.35,4078,0.828,84.751,52,6.24,0.57,213,13.9,candidate,2015
TIC-723966262,TESS,323.2185,77.66212,13.54,6150,1.102,15.168,813,1.81,3.1,934,48.9,confirmed,2018
TIC-579371444,TESS,97.14688,-70.06466,8.34,4818,0.829,9.489,1050,3.24,3.4,714,32.5,confirmed,2024
KIC-9212476,Kepler,296.91484,45.59144,16.42,6790,1.277,317.81,243,15.0,2.09,517,30.7,confirmed,2010
TIC-840660041,TESS,43.77256,38.62529,11.05,6115,1.272,2.123,266,2.07,2.79,1926,17.3,candidate,2020
KIC-220863833,K2,49.52882,29.15258,12.44,5456,1.075,17.401,6191,4.42,7.34,917,37.8,candidate,2017
TIC-530724768,TESS,157.19558,88.29605,11.41,5852,0.937,4.987,687,2.19,2.48,986,37.8,candidate,2019
KIC-3497411,Kepler,296.12458,-48.06697,10.92,5387,1.011,128.728,1138,7.34,3.47,336,19.2,confirmed,2013
KIC-245086761,K2,60.3922,34.16425,14.74,3582,0.521,63.532,659,3.52,1.27,200,43.2,candidate,2015
KIC-217443307,K2,306.94903,-54.11725,8.0,5825,0.981,22.765,52,3.24,0.75,734,37.1,false_positive,2016
TIC-10512908,TESS,88.00323,-11.17329,8.8,5720,0.77,20.434,148,2.78,1.17,640,24.7,candidate,2023
KIC-1524260,Kepler,118.80253,-8.17702,9.85,3695,0.538,2.158,527,1.21,1.35,602,28.7,false_positive,2013
KIC-9632759,Kepler,139.72645,29.24538,10.21,6420,1.142,26.961,470,5.62,2.77,684,31.4,candidate,2013
TIC-671771416,TESS,41.04589,-72.10776,10.65,3812,1.056,6.596,498,3.82,2.45,802,56.0,false_positive,2020
TIC-598015020,TESS,184.81323,-16.58129,9.64,6587,1.181,11.825,216,2.86,1.8,1205,38.3,candidate,2018
KIC-234665220,K2,132.05487,-84.91338,11.57,3634,0.61,7.585,1067,1.0,2.6,395,39.2,candidate,2016
KIC-10758285,Kepler,299.13835,-87.82814,9.25,5638,1.068,2.295,322,1.8,2.02,1743,37.1,candidate,2009
TIC-141106208,TESS,290.92738,-56.73824,9.03,4003,0.768,109.017,252,5.89,1.46,249,33.8,confirmed,2020
TIC-862119528,TESS,86.87189,39.80458,8.91,3538,0.467,5.058,3831,1.58,3.33,342,29.2,false_positive,2019
KIC-12283943,Kepler,210.75577,68.01423,10.02,3068,0.634,32.183,3099,3.25,3.96,200,49.3,candidate,2012
KIC-8541646,Kepler,62.18248,16.02159,8.79,3590,0.482,56.476,2177,2.95,2.33,200,28.8,confirmed,2013
KIC-4923616,Kepler,139.91592,-48.8088,9.84,4853,0.901,2.996,180,1.62,1.41,1237,48.6,false_positive,2011
TIC-815258436,TESS,32.72268,44.7195,12.16,4489,0.847,191.346,9338,7.35,8.58,255,68.8,candidate,2023
KIC-8482130,Kepler,264.0416,-13.19554,10.0,4751,0.788,26.04,1061,1.33,2.88,428,60.2,candidate,2010
