sale_id,listing_id,sale_date,sale_price_usd,days_on_market,agent_id,financing
SALE-000762,LIST-003444,2026-02-19,1201000,55,AGT-0265,conventional
SALE-000763,LIST-004250,2025-08-05,479000,17,AGT-0441,conventional
SALE-000764,LIST-000365,2025-03-15,449000,66,AGT-0083,conventional
SALE-000765,LIST-004136,2025-04-03,420000,87,AGT-0657,cash
SALE-000766,LIST-003950,2026-01-16,521000,93,AGT-0557,fha
SALE-000767,LIST-000722,2026-04-15,536000,59,AGT-0519,cash
SALE-000768,LIST-004163,2025-04-15,256000,64,AGT-0441,cash
SALE-000769,LIST-004742,2025-01-04,867000,69,AGT-0332,conventional
SALE-000770,LIST-003998,2024-08-02,631000,34,AGT-0301,conventional
SALE-000771,LIST-004062,2025-09-26,727000,30,AGT-0116,conventional
SALE-000772,LIST-001461,2025-02-20,442000,89,AGT-0792,conventional
SALE-000773,LIST-000605,2026-03-29,683000,56,AGT-0788,conventional
SALE-000774,LIST-001020,2024-12-16,1048000,34,AGT-0244,va
SALE-000775,LIST-004862,2024-08-11,882000,60,AGT-0334,conventional
SALE-000776,LIST-000293,2024-11-20,1803000,48,AGT-0174,conventional
SALE-000777,LIST-000094,2025-05-06,335000,28,AGT-0783,conventional
SALE-000778,LIST-001363,2024-12-31,1065000,100,AGT-0007,cash
SALE-000779,LIST-003678,2026-04-16,913000,42,AGT-0031,fha
SALE-000780,LIST-003310,2025-07-24,134000,14,AGT-0016,fha
SALE-000781,LIST-004756,2025-01-11,783000,30,AGT-0693,conventional
SALE-000782,LIST-003525,2026-02-26,1563000,25,AGT-0251,conventional
SALE-000783,LIST-002084,2026-01-05,847000,1,AGT-0535,conventional
SALE-000784,LIST-003866,2025-08-04,960000,61,AGT-0334,fha
SALE-000785,LIST-001415,2025-12-08,471000,90,AGT-0008,conventional
SALE-000786,LIST-002464,2025-11-12,633000,104,AGT-0154,conventional
SALE-000787,LIST-001115,2025-03-02,483000,52,AGT-0754,fha
SALE-000788,LIST-003486,2024-10-24,1022000,99,AGT-0378,va
SALE-000789,LIST-003951,2025-04-19,1469000,53,AGT-0758,conventional
SALE-000790,LIST-004704,2025-04-27,720000,24,AGT-0738,fha
SALE-000791,LIST-002657,2025-01-25,600000,60,AGT-0057,conventional
SALE-000792,LIST-003409,2026-01-01,676000,46,AGT-0218,fha
SALE-000793,LIST-004393,2025-08-11,669000,47,AGT-0734,conventional
SALE-000794,LIST-001072,2026-04-27,256000,37,AGT-0023,conventional
SALE-000795,LIST-002785,2024-08-11,1074000,73,AGT-0642,va
SALE-000796,LIST-001281,2024-12-02,1003000,61,AGT-0479,conventional
SALE-000797,LIST-000932,2024-08-03,300000,45,AGT-0471,fha
SALE-000798,LIST-003247,2024-11-21,209000,46,AGT-0014,conventional
SALE-000799,LIST-003309,2025-09-02,1309000,57,AGT-0598,conventional
SALE-000800,LIST-000954,2024-11-18,796000,14,AGT-0705,conventional
SALE-000801,LIST-002820,2024-08-09,495000,28,AGT-0636,conventional
SALE-000802,LIST-004923,2024-07-07,925000,43,AGT-0196,va
SALE-000803,LIST-001334,2025-06-22,829000,48,AGT-0701,fha
SALE-000804,LIST-002335,2024-06-09,544000,25,AGT-0786,conventional
SALE-000805,LIST-004042,2025-09-21,391000,29,AGT-0199,conventional
SALE-000806,LIST-002209,2025-02-07,569000,48,AGT-0353,conventional
SALE-000807,LIST-002734,2025-01-13,913000,69,AGT-0119,conventional
SALE-000808,LIST-000390,2026-04-26,1791000,56,AGT-0664,fha
SALE-000809,LIST-004503,2025-02-04,469000,31,AGT-0609,fha
SALE-000810,LIST-002105,2026-03-01,1359000,64,AGT-0470,fha
SALE-000811,LIST-004460,2024-07-31,1151000,75,AGT-0506,conventional
SALE-000812,LIST-002404,2025-01-26,413000,34,AGT-0768,fha
SALE-000813,LIST-003148,2025-03-27,1042000,52,AGT-0273,conventional
SALE-000814,LIST-002851,2024-07-10,388000,61,AGT-0215,conventional
SALE-000815,LIST-003543,2026-01-16,315000,1,AGT-0274,conventional
SALE-000816,LIST-004281,2025-05-08,725000,16,AGT-0474,cash
SALE-000817,LIST-004595,2026-04-26,872000,38,AGT-0570,conventional
SALE-000818,LIST-004921,2025-11-03,1073000,81,AGT-0723,conventional
SALE-000819,LIST-002956,2024-10-16,360000,12,AGT-0344,conventional
SALE-000820,LIST-003295,2025-08-11,441000,49,AGT-0225,cash
SALE-000821,LIST-003508,2025-03-05,1058000,39,AGT-0475,cash
SALE-000822,LIST-002187,2025-07-24,694000,45,AGT-0101,cash
SALE-000823,LIST-002218,2026-03-06,818000,17,AGT-0683,conventional
SALE-000824,LIST-004775,2025-10-24,701000,15,AGT-0504,fha
SALE-000825,LIST-002801,2024-07-10,407000,18,AGT-0786,conventional
SALE-000826,LIST-003363,2024-10-11,258000,38,AGT-0642,conventional
SALE-000827,LIST-000603,2026-03-25,617000,42,AGT-0291,conventional
SALE-000828,LIST-003213,2024-12-14,1330000,1,AGT-0237,conventional
SALE-000829,LIST-004033,2025-06-17,529000,54,AGT-0116,conventional
SALE-000830,LIST-003226,2025-11-27,391000,59,AGT-0151,va
SALE-000831,LIST-003694,2025-11-04,547000,30,AGT-0350,conventional
SALE-000832,LIST-003382,2025-11-21,185000,36,AGT-0160,conventional
SALE-000833,LIST-001798,2025-11-08,1086000,78,AGT-0240,cash
SALE-000834,LIST-004646,2025-02-06,954000,40,AGT-0725,cash
SALE-000835,LIST-004549,2025-11-06,1104000,19,AGT-0096,conventional
SALE-000836,LIST-001074,2024-08-21,425000,1,AGT-0044,fha
SALE-000837,LIST-000447,2025-03-20,1056000,76,AGT-0168,conventional
SALE-000838,LIST-000928,2026-04-24,421000,37,AGT-0751,fha
SALE-000839,LIST-004467,2024-09-03,1030000,74,AGT-0530,fha
SALE-000840,LIST-004307,2026-02-08,983000,69,AGT-0043,cash
SALE-000841,LIST-003482,2024-12-11,719000,50,AGT-0103,conventional
SALE-000842,LIST-003355,2024-09-13,571000,75,AGT-0132,cash
SALE-000843,LIST-003794,2025-04-08,565000,45,AGT-0196,conventional
SALE-000844,LIST-001867,2025-09-27,477000,50,AGT-0411,cash
SALE-000845,LIST-004286,2026-04-24,1095000,70,AGT-0136,va
SALE-000846,LIST-001657,2025-03-28,640000,43,AGT-0482,fha
SALE-000847,LIST-003601,2024-12-12,607000,28,AGT-0440,fha
SALE-000848,LIST-003383,2025-07-10,508000,1,AGT-0655,fha
SALE-000849,LIST-002939,2025-09-15,263000,61,AGT-0247,conventional
SALE-000850,LIST-002228,2025-10-13,404000,50,AGT-0653,fha
SALE-000851,LIST-001611,2024-07-14,367000,19,AGT-0275,cash
SALE-000852,LIST-004825,2025-05-05,220000,1,AGT-0506,other
SALE-000853,LIST-002494,2025-02-24,341000,85,AGT-0601,conventional
SALE-000854,LIST-002049,2025-03-08,831000,12,AGT-0709,fha
SALE-000855,LIST-002798,2026-03-15,1112000,53,AGT-0684,va
SALE-000856,LIST-003883,2024-10-24,153000,58,AGT-0317,cash
SALE-000857,LIST-000663,2025-12-29,889000,16,AGT-0035,conventional
SALE-000858,LIST-004730,2025-03-30,469000,29,AGT-0110,conventional
SALE-000859,LIST-002917,2024-07-18,444000,59,AGT-0069,fha
SALE-000860,LIST-000764,2024-06-13,677000,35,AGT-0029,va
SALE-000861,LIST-003224,2026-01-06,493000,55,AGT-0486,conventional
SALE-000862,LIST-004096,2025-10-29,417000,35,AGT-0203,conventional
SALE-000863,LIST-002389,2024-11-23,954000,35,AGT-0763,conventional
SALE-000864,LIST-003665,2025-05-28,592000,26,AGT-0216,cash
SALE-000865,LIST-002351,2024-07-22,514000,21,AGT-0099,conventional
SALE-000866,LIST-003889,2025-02-02,584000,48,AGT-0394,va
SALE-000867,LIST-002742,2026-02-06,461000,37,AGT-0800,conventional
SALE-000868,LIST-001959,2025-05-30,1120000,64,AGT-0409,conventional
SALE-000869,LIST-000721,2025-12-30,806000,9,AGT-0546,conventional
SALE-000870,LIST-003984,2024-07-09,798000,13,AGT-0229,cash
SALE-000871,LIST-003300,2024-10-14,450000,102,AGT-0016,conventional
SALE-000872,LIST-004435,2025-05-05,360000,34,AGT-0183,cash
SALE-000873,LIST-001506,2025-12-10,612000,57,AGT-0133,cash
SALE-000874,LIST-001773,2026-01-17,644000,39,AGT-0068,cash
SALE-000875,LIST-001932,2024-08-25,1300000,47,AGT-0545,fha
SALE-000876,LIST-003048,2025-09-05,343000,40,AGT-0212,conventional
SALE-000877,LIST-000407,2026-04-30,555000,48,AGT-0388,cash
SALE-000878,LIST-003559,2025-05-15,435000,1,AGT-0215,cash
SALE-000879,LIST-003920,2025-03-15,738000,63,AGT-0339,conventional
SALE-000880,LIST-001672,2025-10-08,1120000,56,AGT-0106,conventional
SALE-000881,LIST-002007,2025-09-11,1311000,67,AGT-0454,cash
SALE-000882,LIST-004551,2024-09-16,230000,1,AGT-0670,fha
SALE-000883,LIST-003396,2024-09-22,315000,56,AGT-0281,va
SALE-000884,LIST-004302,2025-09-30,1079000,38,AGT-0288,cash
SALE-000885,LIST-003532,2025-05-09,968000,64,AGT-0174,other
SALE-000886,LIST-000613,2025-09-16,931000,68,AGT-0339,conventional
SALE-000887,LIST-000223,2025-08-18,1017000,73,AGT-0130,va
SALE-000888,LIST-000456,2025-10-24,401000,52,AGT-0621,fha
SALE-000889,LIST-001402,2025-03-22,315000,24,AGT-0740,conventional
SALE-000890,LIST-000243,2026-02-26,1063000,48,AGT-0126,conventional
SALE-000891,LIST-002679,2024-12-07,667000,15,AGT-0178,fha
SALE-000892,LIST-003500,2026-03-18,727000,81,AGT-0744,fha
SALE-000893,LIST-000101,2025-06-27,290000,67,AGT-0685,va
SALE-000894,LIST-000148,2025-10-27,1091000,46,AGT-0480,conventional
SALE-000895,LIST-001544,2024-10-10,585000,53,AGT-0690,va
SALE-000896,LIST-003493,2025-07-31,958000,11,AGT-0603,conventional
SALE-000897,LIST-003395,2025-08-13,592000,66,AGT-0472,cash
SALE-000898,LIST-002417,2026-04-30,963000,20,AGT-0561,conventional
SALE-000899,LIST-000099,2025-11-06,264000,38,AGT-0676,fha
SALE-000900,LIST-004346,2025-01-09,1717000,16,AGT-0725,cash
SALE-000901,LIST-000766,2026-04-02,627000,74,AGT-0273,va
SALE-000902,LIST-003236,2025-11-29,308000,40,AGT-0394,conventional
SALE-000903,LIST-003713,2026-04-22,719000,22,AGT-0474,conventional
SALE-000904,LIST-001167,2024-05-12,237000,1,AGT-0777,conventional
SALE-000905,LIST-000708,2024-09-28,422000,28,AGT-0285,cash
SALE-000906,LIST-000889,2025-06-02,782000,46,AGT-0735,cash
SALE-000907,LIST-002153,2025-06-03,418000,27,AGT-0150,conventional
SALE-000908,LIST-004358,2024-06-20,1026000,49,AGT-0471,conventional
SALE-000909,LIST-000297,2025-04-12,377000,21,AGT-0304,fha
SALE-000910,LIST-002384,2025-10-12,286000,34,AGT-0196,fha
SALE-000911,LIST-004812,2025-03-19,2013000,13,AGT-0084,cash
SALE-000912,LIST-004080,2025-09-29,978000,49,AGT-0257,conventional
SALE-000913,LIST-000285,2025-06-20,193000,40,AGT-0622,cash
SALE-000914,LIST-002540,2025-01-15,1610000,4,AGT-0747,fha
SALE-000915,LIST-003840,2025-03-08,714000,43,AGT-0440,conventional
SALE-000916,LIST-000607,2024-11-27,663000,56,AGT-0156,fha
SALE-000917,LIST-001980,2026-02-15,325000,53,AGT-0174,conventional
SALE-000918,LIST-003925,2025-11-19,1069000,63,AGT-0515,conventional
SALE-000919,LIST-000644,2024-10-23,354000,55,AGT-0236,cash
SALE-000920,LIST-004881,2025-04-29,647000,55,AGT-0154,conventional
SALE-000921,LIST-001404,2025-10-04,237000,56,AGT-0549,conventional
SALE-000922,LIST-001015,2026-03-06,623000,36,AGT-0510,conventional
SALE-000923,LIST-003892,2025-08-06,1052000,18,AGT-0398,conventional
SALE-000924,LIST-002361,2025-02-09,698000,94,AGT-0726,other
SALE-000925,LIST-000896,2024-10-20,529000,67,AGT-0560,conventional
SALE-000926,LIST-004544,2025-03-19,110000,20,AGT-0621,conventional
SALE-000927,LIST-003696,2026-01-17,671000,44,AGT-0788,cash
SALE-000928,LIST-000075,2024-09-20,463000,59,AGT-0263,fha
SALE-000929,LIST-003028,2025-05-15,509000,27,AGT-0607,conventional
SALE-000930,LIST-004524,2025-01-21,328000,28,AGT-0077,conventional
SALE-000931,LIST-002941,2025-01-08,774000,38,AGT-0750,conventional
SALE-000932,LIST-003474,2024-08-14,759000,73,AGT-0701,cash
SALE-000933,LIST-004685,2024-07-29,281000,2,AGT-0015,conventional
SALE-000934,LIST-002894,2026-04-27,327000,82,AGT-0444,conventional
SALE-000935,LIST-002902,2025-07-11,264000,36,AGT-0736,cash
SALE-000936,LIST-004719,2026-01-07,748000,83,AGT-0257,conventional
SALE-000937,LIST-004818,2024-10-08,442000,58,AGT-0496,cash
SALE-000938,LIST-003497,2025-01-05,531000,1,AGT-0627,conventional
SALE-000939,LIST-000731,2024-10-17,525000,40,AGT-0289,conventional
SALE-000940,LIST-003828,2024-11-06,340000,23,AGT-0579,fha
SALE-000941,LIST-002696,2025-10-18,357000,38,AGT-0005,cash
SALE-000942,LIST-001735,2026-04-28,275000,28,AGT-0428,conventional
SALE-000943,LIST-004149,2025-10-25,856000,79,AGT-0371,fha
SALE-000944,LIST-000899,2024-11-23,287000,2,AGT-0421,fha
SALE-000945,LIST-002018,2025-10-22,996000,66,AGT-0497,conventional
SALE-000946,LIST-004696,2024-12-08,466000,6,AGT-0023,conventional
SALE-000947,LIST-001309,2024-07-04,272000,64,AGT-0739,cash
SALE-000948,LIST-001251,2025-06-06,921000,45,AGT-0635,fha
SALE-000949,LIST-002635,2025-03-22,519000,37,AGT-0015,conventional
SALE-000950,LIST-003216,2025-02-23,858000,1,AGT-0326,conventional
SALE-000951,LIST-004887,2025-06-06,1029000,33,AGT-0166,va
SALE-000952,LIST-003760,2025-10-10,583000,44,AGT-0126,conventional
SALE-000953,LIST-003621,2026-04-28,324000,77,AGT-0547,conventional
SALE-000954,LIST-001190,2024-10-10,259000,50,AGT-0199,conventional
SALE-000955,LIST-000571,2024-07-01,1303000,49,AGT-0002,cash
SALE-000956,LIST-002963,2025-11-21,304000,82,AGT-0530,conventional
SALE-000957,LIST-001494,2024-05-27,460000,1,AGT-0482,conventional
SALE-000958,LIST-001106,2024-10-27,763000,79,AGT-0599,conventional
SALE-000959,LIST-002311,2024-07-16,1350000,1,AGT-0505,conventional
SALE-000960,LIST-000449,2024-07-25,664000,43,AGT-0480,conventional
SALE-000961,LIST-000794,2025-02-20,434000,59,AGT-0676,conventional
SALE-000962,LIST-003949,2025-12-14,1285000,1,AGT-0449,cash
SALE-000963,LIST-000353,2026-01-29,297000,20,AGT-0607,conventional
SALE-000964,LIST-000080,2025-03-09,1066000,1,AGT-0345,conventional
SALE-000965,LIST-002881,2024-12-09,677000,67,AGT-0619,cash
SALE-000966,LIST-003667,2025-12-05,541000,61,AGT-0426,conventional
SALE-000967,LIST-002706,2024-10-23,559000,32,AGT-0571,cash
SALE-000968,LIST-003287,2025-02-27,919000,1,AGT-0388,conventional
SALE-000969,LIST-004817,2025-05-25,527000,64,AGT-0669,other
SALE-000970,LIST-004170,2025-11-16,593000,36,AGT-0044,conventional
SALE-000971,LIST-001185,2026-04-24,762000,51,AGT-0690,cash
SALE-000972,LIST-003994,2025-10-25,337000,72,AGT-0623,conventional
SALE-000973,LIST-003796,2024-11-07,422000,27,AGT-0068,fha
SALE-000974,LIST-000383,2025-07-13,276000,31,AGT-0011,conventional
SALE-000975,LIST-000454,2024-12-24,555000,6,AGT-0660,conventional
SALE-000976,LIST-001012,2024-11-27,515000,31,AGT-0018,conventional
SALE-000977,LIST-002732,2026-02-21,435000,29,AGT-0506,conventional
SALE-000978,LIST-001099,2025-05-13,155000,30,AGT-0386,cash
SALE-000979,LIST-004133,2025-07-22,450000,1,AGT-0703,cash
SALE-000980,LIST-000678,2025-07-15,702000,89,AGT-0073,fha
SALE-000981,LIST-001659,2026-04-07,510000,53,AGT-0594,conventional
SALE-000982,LIST-002113,2025-07-30,768000,71,AGT-0723,conventional
SALE-000983,LIST-004139,2026-01-19,561000,86,AGT-0287,fha
SALE-000984,LIST-004104,2025-05-13,909000,43,AGT-0508,conventional
SALE-000985,LIST-004856,2025-01-23,204000,35,AGT-0508,conventional
SALE-000986,LIST-004992,2025-05-11,808000,78,AGT-0157,conventional
SALE-000987,LIST-003097,2024-11-23,434000,4,AGT-0031,cash
SALE-000988,LIST-001228,2026-04-17,392000,48,AGT-0093,fha
SALE-000989,LIST-003750,2025-09-01,1728000,61,AGT-0488,conventional
SALE-000990,LIST-001017,2024-10-23,678000,27,AGT-0347,conventional
SALE-000991,LIST-003324,2024-10-02,1543000,40,AGT-0644,cash
SALE-000992,LIST-003715,2025-08-12,328000,34,AGT-0305,conventional
SALE-000993,LIST-000856,2026-03-10,816000,13,AGT-0750,cash
SALE-000994,LIST-001469,2026-04-15,531000,40,AGT-0654,va
SALE-000995,LIST-001392,2026-01-23,877000,50,AGT-0048,conventional
SALE-000996,LIST-003129,2025-12-05,674000,40,AGT-0262,other
SALE-000997,LIST-001565,2025-03-10,364000,12,AGT-0494,fha
SALE-000998,LIST-001163,2026-04-10,627000,29,AGT-0155,conventional
SALE-000999,LIST-003570,2025-05-07,724000,75,AGT-0263,cash
SALE-001000,LIST-004352,2026-01-26,328000,26,AGT-0147,fha
SALE-001001,LIST-000611,2024-12-13,453000,41,AGT-0789,fha
SALE-001002,LIST-004337,2024-08-26,369000,49,AGT-0687,conventional
SALE-001003,LIST-002334,2024-10-28,938000,31,AGT-0501,conventional
SALE-001004,LIST-002412,2024-12-30,841000,67,AGT-0796,conventional
SALE-001005,LIST-003929,2025-02-21,252000,41,AGT-0448,conventional
SALE-001006,LIST-002250,2024-10-12,625000,29,AGT-0717,fha
SALE-001007,LIST-000281,2024-07-22,550000,52,AGT-0693,conventional
SALE-001008,LIST-001041,2025-07-28,221000,64,AGT-0225,conventional
SALE-001009,LIST-001341,2026-04-26,588000,62,AGT-0370,fha
SALE-001010,LIST-004258,2026-04-16,496000,58,AGT-0762,cash
SALE-001011,LIST-003778,2025-06-23,777000,3,AGT-0275,conventional
SALE-001012,LIST-004724,2025-12-23,553000,2,AGT-0574,conventional
SALE-001013,LIST-003297,2025-09-03,1036000,14,AGT-0646,cash
SALE-001014,LIST-002915,2026-01-20,421000,59,AGT-0604,conventional
SALE-001015,LIST-001170,2026-04-14,1036000,38,AGT-0143,conventional
SALE-001016,LIST-004651,2025-02-27,519000,21,AGT-0035,va
SALE-001017,LIST-004711,2025-12-05,549000,34,AGT-0005,fha
SALE-001018,LIST-003506,2024-09-20,467000,74,AGT-0282,conventional
SALE-001019,LIST-002014,2025-12-06,1439000,1,AGT-0767,conventional
SALE-001020,LIST-001114,2026-04-01,872000,42,AGT-0727,conventional
SALE-001021,LIST-004517,2026-02-08,979000,49,AGT-0485,conventional
SALE-001022,LIST-004021,2024-10-31,600000,39,AGT-0585,conventional
SALE-001023,LIST-003821,2025-12-08,761000,51,AGT-0048,conventional
SALE-001024,LIST-004516,2025-07-29,581000,82,AGT-0710,conventional
SALE-001025,LIST-001310,2025-09-27,940000,48,AGT-0159,fha
SALE-001026,LIST-002632,2024-12-14,615000,48,AGT-0544,conventional
SALE-001027,LIST-002771,2025-07-03,529000,31,AGT-0032,cash
SALE-001028,LIST-004129,2026-04-06,505000,45,AGT-0197,cash
SALE-001029,LIST-000619,2025-10-28,1884000,53,AGT-0128,cash
SALE-001030,LIST-003025,2026-01-26,1240000,39,AGT-0131,conventional
SALE-001031,LIST-003115,2025-05-16,732000,104,AGT-0149,conventional
SALE-001032,LIST-001814,2026-04-24,957000,19,AGT-0210,conventional
SALE-001033,LIST-004761,2025-02-14,558000,65,AGT-0039,conventional
SALE-001034,LIST-002592,2025-11-05,323000,6,AGT-0615,conventional
SALE-001035,LIST-000537,2024-12-09,432000,60,AGT-0654,fha
SALE-001036,LIST-004421,2024-09-17,577000,30,AGT-0636,conventional
SALE-001037,LIST-003999,2026-01-06,208000,48,AGT-0377,conventional
SALE-001038,LIST-001405,2026-02-11,1289000,63,AGT-0403,fha
SALE-001039,LIST-000677,2024-08-22,717000,60,AGT-0188,conventional
SALE-001040,LIST-002448,2025-04-15,961000,58,AGT-0180,fha
SALE-001041,LIST-004627,2024-11-04,663000,1,AGT-0722,fha
SALE-001042,LIST-002831,2025-12-31,480000,1,AGT-0747,fha
SALE-001043,LIST-001716,2025-05-26,1074000,62,AGT-0577,conventional
SALE-001044,LIST-003466,2024-12-21,260000,69,AGT-0198,conventional
SALE-001045,LIST-002587,2025-04-13,642000,84,AGT-0210,fha
SALE-001046,LIST-003411,2025-04-26,342000,1,AGT-0569,cash
SALE-001047,LIST-003936,2025-04-14,553000,39,AGT-0670,conventional
SALE-001048,LIST-003033,2025-08-13,596000,53,AGT-0637,fha
SALE-001049,LIST-001805,2025-02-12,655000,84,AGT-0513,fha
SALE-001050,LIST-001333,2025-02-23,1009000,112,AGT-0552,conventional
SALE-001051,LIST-003218,2025-06-24,197000,70,AGT-0129,cash
SALE-001052,LIST-003913,2025-12-04,228000,79,AGT-0143,conventional
SALE-001053,LIST-000474,2025-10-16,821000,92,AGT-0661,cash
SALE-001054,LIST-003433,2025-11-23,744000,34,AGT-0262,fha
SALE-001055,LIST-000307,2025-08-06,738000,37,AGT-0430,cash
SALE-001056,LIST-002986,2025-07-25,1557000,22,AGT-0572,fha
SALE-001057,LIST-002616,2025-02-26,552000,29,AGT-0569,cash
SALE-001058,LIST-004396,2025-08-26,296000,53,AGT-0007,conventional
SALE-001059,LIST-000358,2025-04-06,743000,52,AGT-0124,conventional
SALE-001060,LIST-001353,2024-06-07,917000,37,AGT-0347,conventional
SALE-001061,LIST-001846,2024-12-16,497000,12,AGT-0708,conventional
SALE-001062,LIST-000923,2024-11-10,555000,17,AGT-0295,cash
SALE-001063,LIST-000772,2025-07-25,1374000,44,AGT-0049,conventional
SALE-001064,LIST-001971,2026-04-26,550000,75,AGT-0615,fha
SALE-001065,LIST-003232,2025-09-05,1123000,1,AGT-0023,fha
SALE-001066,LIST-003290,2025-12-15,1059000,45,AGT-0634,conventional
SALE-001067,LIST-001138,2024-07-29,179000,60,AGT-0651,cash
SALE-001068,LIST-000058,2025-04-02,368000,44,AGT-0121,cash
SALE-001069,LIST-000073,2024-09-26,910000,36,AGT-0539,conventional
SALE-001070,LIST-001836,2025-09-13,291000,56,AGT-0728,fha
SALE-001071,LIST-001355,2025-10-28,344000,59,AGT-0167,conventional
SALE-001072,LIST-001186,2025-09-09,744000,56,AGT-0450,conventional
SALE-001073,LIST-002716,2025-12-04,541000,64,AGT-0112,fha
SALE-001074,LIST-004047,2024-10-31,516000,57,AGT-0510,conventional
SALE-001075,LIST-004941,2026-04-27,462000,69,AGT-0120,cash
SALE-001076,LIST-003407,2026-04-26,1493000,48,AGT-0536,conventional
SALE-001077,LIST-002166,2025-08-24,521000,58,AGT-0543,fha
SALE-001078,LIST-001038,2026-03-11,318000,21,AGT-0383,conventional
SALE-001079,LIST-002765,2025-01-21,970000,30,AGT-0478,cash
SALE-001080,LIST-002414,2024-06-20,301000,1,AGT-0220,conventional
SALE-001081,LIST-000683,2025-06-09,262000,37,AGT-0730,fha
SALE-001082,LIST-001524,2024-10-26,848000,83,AGT-0620,va
SALE-001083,LIST-001304,2024-10-27,562000,60,AGT-0767,conventional
SALE-001084,LIST-004854,2026-02-21,795000,82,AGT-0037,cash
SALE-001085,LIST-003303,2025-02-23,293000,67,AGT-0439,conventional
SALE-001086,LIST-001690,2026-03-11,263000,50,AGT-0385,fha
SALE-001087,LIST-003381,2024-07-02,306000,52,AGT-0530,conventional
SALE-001088,LIST-001715,2026-04-30,183000,74,AGT-0037,fha
SALE-001089,LIST-004308,2026-03-10,357000,65,AGT-0504,va
SALE-001090,LIST-004436,2026-02-12,365000,17,AGT-0692,conventional
SALE-001091,LIST-001093,2024-10-15,410000,64,AGT-0370,conventional
SALE-001092,LIST-002092,2025-03-16,672000,50,AGT-0419,fha
SALE-001093,LIST-002177,2026-01-24,703000,52,AGT-0366,fha
SALE-001094,LIST-004633,2026-03-12,208000,67,AGT-0133,cash
SALE-001095,LIST-001316,2025-09-02,349000,46,AGT-0276,conventional
SALE-001096,LIST-004277,2025-04-02,456000,50,AGT-0550,conventional
SALE-001097,LIST-004322,2026-04-29,514000,91,AGT-0701,va
SALE-001098,LIST-004973,2026-04-07,732000,37,AGT-0614,conventional
SALE-001099,LIST-001701,2025-11-20,666000,102,AGT-0112,conventional
SALE-001100,LIST-001693,2025-05-09,276000,1,AGT-0507,conventional
SALE-001101,LIST-000339,2026-04-26,1259000,73,AGT-0468,conventional
SALE-001102,LIST-003710,2024-10-28,550000,16,AGT-0367,conventional
SALE-001103,LIST-002447,2024-08-21,1400000,49,AGT-0711,conventional
SALE-001104,LIST-002273,2025-04-26,315000,1,AGT-0310,cash
SALE-001105,LIST-002811,2025-06-01,155000,19,AGT-0064,conventional
SALE-001106,LIST-001384,2025-06-12,860000,72,AGT-0415,fha
SALE-001107,LIST-004750,2025-07-15,344000,36,AGT-0618,cash
SALE-001108,LIST-000163,2025-06-20,547000,22,AGT-0105,va
SALE-001109,LIST-001900,2024-08-06,677000,19,AGT-0476,conventional
SALE-001110,LIST-000818,2026-01-22,557000,39,AGT-0562,conventional
SALE-001111,LIST-004441,2025-12-11,909000,37,AGT-0579,conventional
SALE-001112,LIST-000483,2025-07-11,777000,53,AGT-0613,cash
SALE-001113,LIST-001688,2026-03-01,185000,41,AGT-0213,cash
SALE-001114,LIST-001480,2025-06-28,778000,61,AGT-0375,conventional
SALE-001115,LIST-003118,2024-11-17,391000,31,AGT-0732,conventional
SALE-001116,LIST-000868,2026-04-25,430000,93,AGT-0610,fha
SALE-001117,LIST-003249,2025-10-18,1293000,41,AGT-0176,cash
SALE-001118,LIST-003202,2026-02-07,873000,3,AGT-0283,conventional
SALE-001119,LIST-003190,2024-08-15,1164000,54,AGT-0169,conventional
SALE-001120,LIST-002900,2024-10-13,954000,56,AGT-0618,fha
SALE-001121,LIST-001914,2026-04-28,1099000,36,AGT-0734,conventional
SALE-001122,LIST-004425,2025-12-24,654000,53,AGT-0418,cash
SALE-001123,LIST-004684,2024-12-28,516000,48,AGT-0505,conventional
SALE-001124,LIST-003795,2025-06-03,1000000,70,AGT-0386,cash
SALE-001125,LIST-004835,2026-02-17,886000,43,AGT-0405,fha
SALE-001126,LIST-002612,2026-02-17,658000,73,AGT-0347,conventional
SALE-001127,LIST-003281,2024-07-31,796000,72,AGT-0272,fha
SALE-001128,LIST-000076,2025-09-28,412000,45,AGT-0052,conventional
SALE-001129,LIST-004733,2025-08-29,142000,24,AGT-0200,conventional
SALE-001130,LIST-004362,2025-08-07,431000,67,AGT-0422,va
SALE-001131,LIST-001422,2026-03-18,626000,39,AGT-0155,other
SALE-001132,LIST-002708,2025-06-01,841000,17,AGT-0428,fha
SALE-001133,LIST-001182,2026-03-05,1293000,90,AGT-0140,conventional
SALE-001134,LIST-001941,2026-04-27,223000,82,AGT-0099,conventional
SALE-001135,LIST-000144,2025-10-27,523000,88,AGT-0649,cash
SALE-001136,LIST-001073,2025-09-25,274000,37,AGT-0363,conventional
SALE-001137,LIST-000151,2025-03-12,547000,83,AGT-0600,conventional
SALE-001138,LIST-004491,2024-05-14,599000,6,AGT-0643,conventional
SALE-001139,LIST-001250,2024-05-21,1026000,19,AGT-0494,va
SALE-001140,LIST-001623,2024-07-02,784000,59,AGT-0553,fha
SALE-001141,LIST-001416,2025-05-23,606000,59,AGT-0156,fha
SALE-001142,LIST-001131,2024-12-14,1120000,49,AGT-0080,conventional
